PopName	RankInFDR	Kid	Pa	Ma	FDR	FDC.est.to.pop	Pvalue
McKenzie	7	90839-578	OtsAC22MCKE_0132	OtsAC22MCKE_0175	0.000000	0.00	0.000000
McKenzie	8	90839-577	OtsAC22MCKE_0261	OtsAC22MCKE_0358	0.000903	0.01	0.001000
McKenzie	9	90839-520	OtsAC22MCKE_0542	OtsAC22MCKE_0513	0.121250	1.09	0.151000
McKenzie	10	90839-381	OtsAC22MCKE_0218	OtsAC22MCKE_0297	0.208133	2.08	0.288000
McKenzie	11	90839-505	OtsAC22MCKE_0265	OtsAC22MCKE_0593	0.428355	4.71	0.652000
McKenzie	12	90839-242	OtsAC22MCKE_0532	OtsAC22MCKE_0521	0.437224	5.25	0.726000
McKenzie	13	90839-262	OtsAC22MCKE_0485	OtsAC22MCKE_0497	0.442505	5.75	0.796000
McKenzie	14	90839-373	OtsAC22MCKE_0397	OtsAC22MCKE_0478	0.420189	5.88	0.814000
McKenzie	15	90839-066	OtsAC22MCKE_0075	OtsAC22MCKE_0113	0.449028	6.74	0.932000
Minto	1	90839-029	OtsAC22NSNT_0510	OtsAC22NSNT_1041	0.000000	0.00	0.000000
Minto	2	90839-219	OtsAC22NSNT_0661	OtsAC22NSNT_0674	0.000000	0.00	0.000000
Minto	3	90839-228	OtsAC22NSNT_0011	OtsAC22NSNT_0333	0.000000	0.00	0.000000
Minto	4	90839-351	OtsAC22NSNT_0640	OtsAC22NSNT_1034	0.000000	0.00	0.000000
Minto	5	90839-355	OtsAC22NSNT_0003	OtsAC22NSNT_0220	0.000000	0.00	0.000000
Minto	6	90839-374	OtsAC22NSNT_0748	OtsAC22NSNT_0709	0.000000	0.00	0.000000
Minto	7	90839-403	OtsAC22NSNT_0510	OtsAC22NSNT_1208	0.000000	0.00	0.000000
Minto	8	90839-513	OtsAC22NSNT_0671	OtsAC22NSNT_0679	0.000000	0.00	0.000000
Minto	9	90839-533	OtsAC22NSNT_1475	OtsAC22NSNT_1280	0.000000	0.00	0.000000
Minto	10	90839-535	OtsAC22NSNT_0024	OtsAC22NSNT_0692	0.000000	0.00	0.000000
Minto	11	90839-541	OtsAC22NSNT_0127	OtsAC22NSNT_0249	0.000000	0.00	0.000000
Minto	12	90839-579	OtsAC22NSNT_0038	OtsAC22NSNT_0338	0.000000	0.00	0.000000
Minto	13	90839-582	OtsAC22NSNT_0553	OtsAC22NSNT_1182	0.000000	0.00	0.000000
Minto	14	90839-584	OtsAC22NSNT_0173	OtsAC22NSNT_0282	0.000000	0.00	0.000000
Minto	15	90839-588	OtsAC22NSNT_0379	OtsAC22NSNT_0963	0.000000	0.00	0.000000
Minto	16	90839-354	OtsAC22NSNT_0197	OtsAC22NSNT_0319	0.001563	0.03	0.001000
Minto	17	90839-363	OtsAC22NSNT_0024	OtsAC22NSNT_0286	0.001472	0.03	0.001000
Minto	18	90839-553	OtsAC22NSNT_0154	OtsAC22NSNT_0334	0.002780	0.05	0.002000
Minto	19	90839-472	OtsAC22NSNT_0039	OtsAC22NSNT_0347	0.003950	0.08	0.003000
Minto	20	90839-511	OtsAC22NSNT_0669	OtsAC22NSNT_0682	0.003752	0.08	0.003000
Minto	21	90839-287	OtsAC22NSNT_0151	OtsAC22NSNT_0264	0.008339	0.18	0.007000
Minto	22	90839-417	OtsAC22NSNT_0184	OtsAC22NSNT_0355	0.013645	0.30	0.012000
Minto	23	90839-621	OtsAC22NSNT_0151	OtsAC22NSNT_0264	0.014139	0.33	0.013000
Minto	24	90839-285	OtsAC22NSNT_0537	OtsAC22NSNT_1142	0.041693	1.00	0.040000
Minto	25	90839-344	OtsAC22NSNT_1505	OtsAC22NSNT_1372	0.041026	1.03	0.041000
Minto	26	90839-236	OtsAC22NSNT_1532	OtsAC22NSNT_1017	0.061577	1.60	0.064000
Minto	27	90839-515	OtsAC22NSNT_1532	OtsAC22NSNT_1167	0.187155	5.05	0.202000
Minto	28	90839-592	OtsAC22NSNT_1497	OtsAC22NSNT_0265	0.203700	5.70	0.228000
Minto	29	90839-360	OtsAC22NSNT_1495	OtsAC22NSNT_1307	0.240669	6.98	0.279000
Minto	30	90839-536	OtsAC22NSNT_0552	OtsAC22NSNT_1171	0.326039	9.78	0.391000
Minto	31	90839-631	OtsAC22NSNT_0545	OtsAC22NSNT_1106	0.351835	10.91	0.436000
Minto	32	90839-486	OtsAC22NSNT_0729	OtsAC22NSNT_0904	0.439340	14.06	0.562000
Minto	33	90839-015	OtsAC22NSNT_1256	OtsAC22NSNT_1355	0.427543	14.11	0.564000
Minto	34	90839-299	OtsAC22NSNT_1480	OtsAC22NSNT_1222	0.504731	17.16	0.686000
Minto	35	90839-291	OtsAC22NSNT_0622	OtsAC22NSNT_1187	0.544630	19.06	0.762000
Minto	36	90839-591	OtsAC22NSNT_1501	OtsAC22NSNT_0272	0.542009	19.51	0.780000
Minto	37	90839-510	OtsAC22NSNT_0537	OtsAC22NSNT_1203	0.535473	19.81	0.792000
Minto	38	90839-623	OtsAC22NSNT_1410	OtsAC22NSNT_1372	0.572072	21.74	0.869000
Minto	39	90839-517	OtsAC22NSNT_0577	OtsAC22NSNT_1044	0.563818	21.99	0.879000
Minto	40	90839-239	OtsAC22NSNT_1517	OtsAC22NSNT_0214	0.554725	22.19	0.887000
Minto	41	90839-416	OtsAC22NSNT_1519	OtsAC22NSNT_0673	0.541196	22.19	0.887000
Minto	42	90839-512	OtsAC22NSNT_1496	OtsAC22NSNT_0706	0.531884	22.34	0.893000
Minto	43	90839-622	OtsAC22NSNT_0074	OtsAC22NSNT_0327	0.521259	22.41	0.896000
Minto	44	90839-376	OtsAC22NSNT_0429	OtsAC22NSNT_0950	0.525332	23.11	0.924000
Minto	45	90839-589	OtsAC22NSNT_0020	OtsAC22NSNT_0212	0.551459	24.82	0.992000
Minto	46	90839-362	OtsAC22NSNT_0001	OtsAC22NSNT_0331	0.541646	24.92	0.996000
Minto	47	90839-421	OtsAC22NSNT_1533	OtsAC22NSNT_1285	0.532251	25.02	1.000000
Nez_Perce_Tribal_sp	1	90839-281	OtsNPFH22S_0056	OtsNPFH22S_0021	0.000000	0.00	0.000000
Pahsimeroi	1	90839-095	OtsPAHH22S_0947	OtsPAHH22S_0447	0.000000	0.00	0.000000
Pahsimeroi	2	90839-098	OtsPAHH22S_0653	OtsPAHH22S_0153	0.000000	0.00	0.000000
Pahsimeroi	3	90839-392	OtsPAHH22S_0660	OtsPAHH22S_0160	0.000000	0.00	0.000000
Pahsimeroi	4	90839-448	OtsPAHH22S_0837	OtsPAHH22S_0337	0.000000	0.00	0.000000
Pahsimeroi	5	90839-234	OtsPAHH22S_0922	OtsPAHH22S_0422	0.000046	0.00	0.012000
Pahsimeroi	6	90839-241	OtsPAHH22S_0648	OtsPAHH22S_0148	0.000061	0.00	0.019000
Parkdale	1	90839-043	OtsPBT22-SpPFF-0046	OtsPBT22-SpPFF-0038	0.000000	0.00	0.000000
Parkdale	2	90839-076	OtsPBT22-SpPFF-0121	OtsPBT22-SpPFF-0113	0.000000	0.00	0.000000
Parkdale	3	90839-090	OtsPBT22-SpPFF-0135	OtsPBT22-SpPFF-0127	0.000000	0.00	0.000000
Parkdale	4	90839-149	OtsPBT22-SpPFF-0093	OtsPBT22-SpPFF-0085	0.000000	0.00	0.000000
Parkdale	5	90839-422	OtsPBT22-SpPFF-0060	OtsPBT22-SpPFF-0053	0.000000	0.00	0.000000
Parkdale	6	90839-438	OtsPBT22-SpPFF-0047	OtsPBT22-SpPFF-0039	0.000000	0.00	0.000000
Parkdale	7	90839-177	OtsPBT22-SpPFF-0167	OtsPBT22-SpPFF-0159	0.000000	0.00	0.001000
Parkdale	8	90839-338	OtsPBT22-SpPFF-0135	OtsPBT22-SpPFF-0127	0.000001	0.00	0.002000
Priest_Rapids	1	90839-430	OtsPBT22-PRHFa-S11473-0165	OtsPBT22-PRHFa-S11474-0225	0.000000	0.00	0.000000
Priest_Rapids	2	90839-435	OtsPBT22-PRHFa-6115	OtsPBT22-PRHFa-5964	0.000000	0.00	0.000000
Priest_Rapids	3	90839-313	OtsPBT22-PRHFa-3973	OtsPBT22-PRHFa-4150	0.415473	1.25	0.279000
Priest_Rapids	4	90839-114	OtsPBT22-PRHFa-2947	OtsPBT22-PRHFa-2882	0.484719	1.94	0.434000
Priest_Rapids	5	90839-474	OtsPBT22-PRHFa-3717	OtsPBT22-PRHFa-4343	0.884556	4.42	0.990000
Priest_Rapids	6	90839-244	OtsPBT22-PRHFa-3730	OtsPBT22-PRHFa-3569	0.743087	4.46	0.998000
Rapid_River	1	90839-025	OtsRAPH22S_2745	OtsRAPH22S_0764	0.000000	0.00	0.000000
Rapid_River	2	90839-056	OtsRAPH22S_2333	OtsRAPH22S_0338	0.000000	0.00	0.000000
Rapid_River	3	90839-063	OtsRAPH22S_2142	OtsRAPH22S_0140	0.000000	0.00	0.000000
Rapid_River	4	90839-065	OtsRAPH22S_2432	OtsRAPH22S_0440	0.000000	0.00	0.000000
Rapid_River	5	90839-097	OtsRAPH22S_2311	OtsRAPH22S_0316	0.000000	0.00	0.000000
Rapid_River	6	90839-104	OtsRAPH22S_2483	OtsRAPH22S_0493	0.000000	0.00	0.000000
Rapid_River	7	90839-119	OtsRAPH22S_2653	OtsRAPH22S_0669	0.000000	0.00	0.000000
Rapid_River	8	90839-127	OtsRAPH22S_2898	OtsRAPH22S_0921	0.000000	0.00	0.000000
Rapid_River	9	90839-136	OtsRAPH22S_2694	OtsRAPH22S_0713	0.000000	0.00	0.000000
Rapid_River	10	90839-143	OtsRAPH22S_2897	OtsRAPH22S_0920	0.000000	0.00	0.000000
Rapid_River	11	90839-156	OtsRAPH22S_2698	OtsRAPH22S_0717	0.000000	0.00	0.000000
Rapid_River	12	90839-178	OtsRAPH22S_2139	OtsRAPH22S_0137	0.000000	0.00	0.000000
Rapid_River	13	90839-179	OtsRAPH22S_2435	OtsRAPH22S_0443	0.000000	0.00	0.000000
Rapid_River	14	90839-190	OtsRAPH22S_2707	OtsRAPH22S_0726	0.000000	0.00	0.000000
Rapid_River	15	90839-209	OtsRAPH22S_2938	OtsRAPH22S_0961	0.000000	0.00	0.000000
Rapid_River	16	90839-240	OtsRAPH22S_2866	OtsRAPH22S_0888	0.000000	0.00	0.000000
Rapid_River	17	90839-243	OtsRAPH22S_2632	OtsRAPH22S_0647	0.000000	0.00	0.000000
Rapid_River	18	90839-267	OtsRAPH22S_2075	OtsRAPH22S_0077	0.000000	0.00	0.000000
Rapid_River	19	90839-399	OtsRAPH22S_2117	OtsRAPH22S_0117	0.000000	0.00	0.000000
Rapid_River	20	90839-414	OtsRAPH22S_2278	OtsRAPH22S_0281	0.000000	0.00	0.000000
Rapid_River	21	90839-431	OtsRAPH22S_3021	OtsRAPH22S_1048	0.000000	0.00	0.000000
Rapid_River	22	90839-479	OtsRAPH22S_2344	OtsRAPH22S_0351	0.000000	0.00	0.000000
Rapid_River	23	90839-597	OtsRAPH22S_2063	OtsRAPH22S_0066	0.000000	0.00	0.000000
Rapid_River	24	90839-049	OtsRAPH22S_2379	OtsRAPH22S_0387	0.000158	0.00	0.001000
Rapid_River	25	90839-115	OtsRAPH22S_2588	OtsRAPH22S_0599	0.000152	0.00	0.001000
Rapid_River	26	90839-230	OtsRAPH22S_2751	OtsRAPH22S_0770	0.000146	0.00	0.001000
Rapid_River	27	90839-231	OtsRAPH22S_2035	OtsRAPH22S_0038	0.000140	0.00	0.001000
Rapid_River	28	90839-601	OtsRAPH22S_2230	OtsRAPH22S_0232	0.000135	0.00	0.001000
Rapid_River	29	90839-007	OtsRAPH22S_2130	OtsRAPH22S_0129	0.000262	0.01	0.002000
Rapid_River	30	90839-102	OtsRAPH22S_2801	OtsRAPH22S_0822	0.000379	0.01	0.003000
Rapid_River	31	90839-139	OtsRAPH22S_2194	OtsRAPH22S_0194	0.000367	0.01	0.003000
Rapid_River	32	90839-148	OtsRAPH22S_2048	OtsRAPH22S_0050	0.000356	0.01	0.003000
Rapid_River	33	90839-340	OtsRAPH22S_2404	OtsRAPH22S_0412	0.000345	0.01	0.003000
Rapid_River	34	90839-145	OtsRAPH22S_2456	OtsRAPH22S_0466	0.000446	0.02	0.004000
Rapid_River	35	90839-336	OtsRAPH22S_2501	OtsRAPH22S_0512	0.002709	0.09	0.025000
Rapid_River	36	90839-444	OtsRAPH22S_2173	OtsRAPH22S_0172	0.003687	0.13	0.035000
Rapid_River	37	90839-069	OtsRAPH22S_2506	OtsRAPH22S_0479	0.015989	0.59	0.156000
Rapid_River	38	90839-469	OtsRAPH22S_2147	OtsRAPH22S_0178	0.092910	3.53	0.931000
Round_Butte	1	90839-233	OtsPBT22-RBH-0410	OtsPBT22-RBH-0409	0.000000	0.00	0.000000
Round_Butte	2	90839-301	OtsPBT22-RBH-0018	OtsPBT22-RBH-0017	0.000000	0.00	0.000000
Round_Butte	3	90839-428	OtsPBT22-RBH-0616	OtsPBT22-RBH-0615	0.000000	0.00	0.000000
Round_Butte	4	90839-429	OtsPBT22-RBH-0014	OtsPBT22-RBH-0013	0.000000	0.00	0.000000
Sawtooth	1	90839-075	OtsSAWT22S_1244	OtsSAWT22S_0544	0.000000	0.00	0.000000
Sawtooth	2	90839-006	OtsSAWT22S_0909	OtsSAWT22S_0209	0.001805	0.00	0.001000
Sawtooth	3	90839-436	OtsSAWT22S_1262	OtsSAWT22S_0573	1.161490	3.48	0.965000
SF_Walla_Walla	1	90839-401	OtsPBT22-UmaSp-1187	OtsPBT22-UmaSp-1186	0.000000	0.00	0.000000
SF_Walla_Walla	2	90839-415	OtsPBT22-UmaSp-1325	OtsPBT22-UmaSp-1322	0.000000	0.00	0.000000
SF_Walla_Walla	3	90839-463	OtsPBT22-UmaSp-1159	OtsPBT22-UmaSp-1157	0.000000	0.00	0.000000
SF_Walla_Walla	4	90839-593	OtsPBT22-UmaSp-1181	OtsPBT22-UmaSp-1179	0.000001	0.00	0.001000
SF_Walla_Walla	5	90839-604	OtsPBT22-UmaSp-1175	OtsPBT22-UmaSp-1174	0.000005	0.00	0.005000
S_Santiam	1	90839-288	OtsAC22SSNT_0521	OtsAC22SSNT_0585	0.000000	0.00	0.000000
S_Santiam	2	90839-368	OtsAC22SSNT_0312	OtsAC22SSNT_0461	0.000000	0.00	0.000000
S_Santiam	3	90839-498	OtsAC22SSNT_0336	OtsAC22SSNT_0417	0.000000	0.00	0.000000
S_Santiam	4	90839-508	OtsAC22SSNT_0525	OtsAC22SSNT_0629	0.000000	0.00	0.000000
S_Santiam	5	90839-543	OtsAC22SSNT_0082	OtsAC22SSNT_0119	0.000000	0.00	0.000000
S_Santiam	6	90839-546	OtsAC22SSNT_0263	OtsAC22SSNT_0459	0.000000	0.00	0.000000
S_Santiam	7	90839-548	OtsAC22SSNT_0308	OtsAC22SSNT_0415	0.000000	0.00	0.000000
S_Santiam	8	90839-492	OtsAC22SSNT_0306	OtsAC22SSNT_0465	0.001194	0.01	0.001000
S_Santiam	9	90839-028	OtsAC22SSNT_0303	OtsAC22SSNT_0484	0.002123	0.02	0.002000
S_Santiam	10	90839-282	OtsAC22SSNT_0213	OtsAC22SSNT_0445	0.001911	0.02	0.002000
S_Santiam	11	90839-294	OtsAC22SSNT_0002	OtsAC22SSNT_0180	0.001737	0.02	0.002000
S_Santiam	12	90839-590	OtsAC22SSNT_0312	OtsAC22SSNT_0388	0.002388	0.03	0.003000
S_Santiam	13	90839-106	OtsAC22SSNT_0043	OtsAC22SSNT_0160	0.715727	9.30	0.974000
S_Santiam	14	90839-020	OtsAC22SSNT_0252	OtsAC22SSNT_0434	0.665286	9.31	0.975000
S_Santiam	15	90839-033	OtsAC22SSNT_0015	OtsAC22SSNT_0166	0.631760	9.48	0.992000
Speelyai	1	90839-531	OtsPBT22LESp-0455	OtsPBT22LESp-0278	0.006706	0.01	0.001000
Speelyai	2	90839-540	OtsPBT22LESp-0110	OtsPBT22LESp-0229	0.003353	0.01	0.001000
Speelyai	3	90839-564	OtsPBT22LESp-1047	OtsPBT22LESp-1100	0.516327	1.55	0.231000
Speelyai	4	90839-311	OtsPBT22LESp-0653	OtsPBT22LESp-0673	0.576677	2.31	0.344000
Speelyai	5	90839-586	OtsPBT22LESp-0573	OtsPBT22LESp-0326	0.882450	4.41	0.658000
Speelyai	6	90839-323	OtsPBT22LESp-0445	OtsPBT22LESp-0421	0.780079	4.68	0.698000
Speelyai	7	90839-490	OtsPBT22LESp-0617	OtsPBT22LESp-0363	0.886090	6.20	0.925000
Speelyai	8	90839-258	OtsPBT22LESp-0117	OtsPBT22LESp-0189	0.817238	6.54	0.975000
Spring_Creek	1	90839-269	OtsPBT22-SpCrTule-1859	OtsPBT22-SpCrTule-2054	0.000000	0.00	0.000000
Spring_Creek	2	90839-270	OtsPBT22-SpCrTule-1733	OtsPBT22-SpCrTule-1429	0.000000	0.00	0.000000
Spring_Creek	3	90839-306	OtsPBT22-SpCrTule-6924	OtsPBT22-SpCrTule-7125	0.000000	0.00	0.000000
Spring_Creek	4	90839-371	OtsPBT22-SpCrTule-0532	OtsPBT22-SpCrTule-0401	0.000000	0.00	0.000000
Spring_Creek	5	90839-617	OtsPBT22-SpCrTule-0709	OtsPBT22-SpCrTule-0485	0.000000	0.00	0.000000
Spring_Creek	6	90839-370	OtsPBT22-SpCrTule-1720	OtsPBT22-SpCrTule-1412	0.002008	0.01	0.001000
Spring_Creek	7	90839-480	OtsPBT22-SpCrTule-1650	OtsPBT22-SpCrTule-1538	0.003442	0.02	0.002000
Spring_Creek	8	90839-554	OtsPBT22-SpCrTule-3510	OtsPBT22-SpCrTule-4108	0.003012	0.02	0.002000
Spring_Creek	9	90839-618	OtsPBT22-SpCrTule-0560	OtsPBT22-SpCrTule-0438	0.004016	0.04	0.003000
Spring_Creek	10	90839-349	OtsPBT22-SpCrTule-1749	OtsPBT22-SpCrTule-1435	0.004819	0.05	0.004000
Spring_Creek	11	90839-487	OtsPBT22-SpCrTule-0726	OtsPBT22-SpCrTule-0602	0.004381	0.05	0.004000
Spring_Creek	12	90839-634	OtsPBT22-SpCrTule-7023	OtsPBT22-SpCrTule-7233	0.009035	0.11	0.009000
Spring_Creek	13	90839-639	OtsPBT22-SpCrTule-3463	OtsPBT22-SpCrTule-UNK2	0.020388	0.27	0.022000
Spring_Creek	14	90839-570	OtsPBT22-SpCrTule-1307	OtsPBT22-SpCrTule-0999	0.029257	0.41	0.034000
Spring_Creek	15	90839-482	OtsPBT22-SpCrTule-1222	OtsPBT22-SpCrTule-0874	0.036141	0.54	0.045000
Spring_Creek	16	90839-274	OtsPBT22-SpCrTule-3511	OtsPBT22-SpCrTule-4125	0.185978	2.98	0.247000
Spring_Creek	17	90839-483	OtsPBT22-SpCrTule-0142	OtsPBT22-SpCrTule-0040	0.294092	5.00	0.415000
Spring_Creek	18	90839-637	OtsPBT22-SpCrTule-2728	OtsPBT22-SpCrTule-2396	0.401572	7.23	0.600000
Spring_Creek	19	90839-481	OtsPBT22-SpCrTule-6515	OtsPBT22-SpCrTule-6050	0.436868	8.30	0.689000
Spring_Creek	20	90839-476	OtsPBT22-SpCrTule-1249	OtsPBT22-SpCrTule-0854	0.586697	11.73	0.974000
Spring_Creek	21	90839-619	OtsPBT22-SpCrTule-2631	OtsPBT22-SpCrTule-2308	0.558759	11.73	0.974000
Spring_Creek	22	90839-310	OtsPBT22-SpCrTule-5357	OtsPBT22-SpCrTule-5134	0.535003	11.77	0.977000
Spring_Creek	23	90839-636	OtsPBT22-SpCrTule-3845	OtsPBT22-SpCrTule-3739	0.514361	11.83	0.982000
Spring_Creek	24	90839-455	OtsPBT22-SpCrTule-0727	OtsPBT22-SpCrTule-0440	0.500459	12.01	0.997000
Spring_Creek	25	90839-635	OtsPBT22-SpCrTule-1123	OtsPBT22-SpCrTule-0918	0.481886	12.05	1.000000
Three_Mile_Dam	1	90839-501	OtsPBT22-UmaFa-0116	OtsPBT22-UmaFa-0023	0.006000	0.01	0.006000
Washougal	1	90839-032	OtsPBT22LHSuFa-0071	OtsPBT22LHSuFa-0933	0.991000	0.99	0.991000
Wells	1	90839-284	OtsWellsSuPBT22-0537	OtsWellsSuPBT22-0025	0.000000	0.00	0.000000
Wells	2	90839-238	OtsWellsSuPBT22-0578	OtsWellsSuPBT22-0066	0.000009	0.00	0.001000
Wells	3	90839-220	OtsWellsSuPBT22-0552	OtsWellsSuPBT22-0078	0.000110	0.00	0.018000
Winthrop	1	90839-084	OtsPBT22-WNFHSCS-0407	OtsPBT22-WNFHSCS-0149	0.000000	0.00	0.000000
Winthrop	2	90839-124	OtsPBT22-WNFHSCS-0415	OtsPBT22-WNFHSCS-0148	0.000000	0.00	0.000000
Winthrop	3	90839-135	OtsPBT22-WNFHSCS-0301	OtsPBT22-WNFHSCS-0062	0.000000	0.00	0.000000
Winthrop	4	90839-600	OtsPBT22-WNFHSCS-0354	OtsPBT22-WNFHSCS-0079	0.000000	0.00	0.000000
Winthrop	5	90839-048	OtsPBT22-WNFHSCS-0453	OtsPBT22-WNFHSCS-0147	0.981637	4.91	0.886000
Winthrop	6	90839-610	OtsPBT22-WNFHSCS-0336	OtsPBT22-WNFHSCS-0047	0.854962	5.13	0.926000
