"ID","Not regional","Alsek","Chilkat_R","Copper_R","E_Vancouver_Is","Haida_Gwaii","Juan_de_Fuca","Kamchatka","King_Salmon_R","Low_Fraser_R","Low_Skeena_R","Low_Thompson_R","Mid_Fraser_R","Mid_Up_Yukon","N/Cent_BC_Cst","N_AK_Peninsula","N_Gulf_AK","N_Puget_Sound","N_Thompson_R","Nass_R","NSE_AK","S_BC_Cst","S_Puget_Sound","S_Thompson_R","Situk_R","SSE_AK","Stikine_R","Taku_R","Up_Fraser_R","Up_Skeena_R","W_AK_Cst","W_Vancouver_Is","WA_Cst"
"90839-504",0.9998,0,0,0,2e-08,0,4e-07,0,0,0,0,0,0,0,0,0,0,3.358e-05,0,0,0,0,0.00016572,0,0,2e-08,1e-07,0,0,0,0,0,1.6e-07
"90839-505",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"90839-506",0.9995,0,0,0,5e-08,0,8.5e-07,0,0,0,0,0,0,0,0,0,0,4.535e-05,0,0,0,0,0.0004536,0,0,0,5e-08,0,0,0,0,0,1e-07
"90839-507",0.9999,1.8e-07,0,5e-07,0,0,0,1.48e-06,0,0,7e-08,2e-08,3e-08,2e-08,4e-08,1.02e-06,7.8e-07,0,0,1.2e-07,2e-08,0,0,0,1.6e-07,7.51e-06,8.651e-05,1e-08,5e-08,2.5e-07,1.23e-06,0,0
"90839-508",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"90839-509",0.9995,0,0,0,5e-08,0,7e-07,0,0,0,0,0,0,0,0,0,0,7.89e-05,0,0,0,0,0.00041715,1e-07,0,1e-07,2e-07,0,0,0,0,0,2.8e-06
"90839-510",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"90839-511",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"90839-512",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"90839-513",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"90839-514",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"90839-515",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"90839-516",0.9993,0,0,0,7e-08,0,7.7e-07,0,0,7e-08,0,0,0,0,0,0,0,3.605e-05,0,0,0,0,0.0006629,0,0,0,0,0,0,0,0,0,1.4e-07
"90839-517",0.9971,0,0,0,1.45e-06,0,0,0,0,0,0,0,0,0,0,0,0,0.00044863,0,0,0,2.9e-07,0.00243919,8.7e-07,0,2.9e-07,2.9e-07,0,0,0,0,0,8.99e-06
"90839-518",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"90839-519",0.997,0,0,0,3e-07,0,3.6e-06,0,0,0,0,0,0,0,0,0,0,0.000255,0,0,0,0,0.0027405,0,0,0,0,0,0,0,0,0,6e-07
"90839-520",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"90839-521",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"90839-522",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"90839-523",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"90839-524",0.9996,0,0,0,4e-08,0,3.2e-07,0,0,0,0,0,0,0,0,0,0,3.98e-05,0,0,0,0,0.0003598,0,0,0,0,0,0,0,0,4e-08,0
"90839-525",0.012,0,0,0,0,0,0.0020748,0,0,0,0,0,0,0,0,0,0,0.0483132,0,0,0,0,0.9370192,0,0,0.0001976,0.0002964,0,0,0,0,0,9.88e-05
"90839-526",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"90839-527",0.9987,0,0,0,1.3e-07,0,2.99e-06,0,0,0,0,0,0,0,0,0,0,0.00015964,0,0,0,0,0.00113659,0,0,2.6e-07,0,0,0,0,0,0,3.9e-07
"90839-528",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"90839-529",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"90839-530",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"90839-531",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"90839-532",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"90839-533",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"90839-534",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"90839-535",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"90839-536",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"90839-537",0.9975,0,0,0,2.5e-07,0,7.5e-06,0,0,0,0,0,0,0,0,0,0,0.00024125,0,0,0,2.5e-07,0.00225025,0,0,0,0,0,0,0,0,0,5e-07
"90839-538",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"90839-539",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"90839-540",0.9923,0,0,0,0,0,7.7e-07,0,0,0,0,0,0,0,6.16e-06,0,0,0.00114114,0,0,0,0,0.00537845,0,0,0.0003003,0.00011165,0,0,0,0,0,0.00076153
"90839-541",0.9999,0,0,0,1e-08,0,7.5e-07,0,0,0,0,0,0,0,0,0,0,1.123e-05,0,0,0,0,8.798e-05,0,0,1e-08,0,0,0,0,0,0,2e-08
"90839-542",0.9999,0,0,0,1e-08,0,5e-08,0,0,0,0,0,0,0,1e-08,0,0,8.07e-06,0,0,0,0,9.173e-05,0,0,0,5e-08,0,0,0,0,0,8e-08
"90839-543",0.9999,0,0,0,3e-08,0,1.1e-07,0,0,0,0,0,0,0,1e-08,0,0,1.373e-05,0,0,0,1e-08,8.609e-05,0,0,0,0,0,0,0,0,0,2e-08
"90839-544",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"90839-545",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"90839-546",0.9953,0,0,0,4.7e-07,0,2.82e-06,0,0,0,0,0,0,0,0,0,0,0.00077221,0,0,0,0,0.00391369,0,0,4.7e-07,0,0,0,0,0,0,1.034e-05
"90839-547",0.9998,0,0,0,2e-08,0,6.2e-07,0,0,0,0,0,0,0,0,0,0,2.962e-05,0,0,0,2e-08,0.00016964,0,0,0,0,0,0,0,0,0,8e-08
"90839-548",0.9969,0,0,0,3.1e-07,0,4.96e-06,0,0,0,0,0,0,0,0,0,0,0.00041943,0,0,0,0,0.00267406,0,0,3.1e-07,0,0,0,0,0,0,9.3e-07
"90839-549",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"90839-550",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"90839-551",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"90839-552",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"90839-553",0.9912,0,0,0,8.8e-07,0,1.496e-05,0,0,0,0,0,0,0,0,0,0,0.00173712,0,0,0,0,0.0070444,0,0,8.8e-07,0,0,0,0,0,0,1.76e-06
"90839-554",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"90839-556",0.9996,0,0,0,4e-08,0,1.6e-07,0,0,0,0,0,0,0,0,0,0,3.856e-05,0,0,0,0,0.00036092,8e-08,0,0,0,0,0,0,0,0,2.4e-07
"90839-557",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"90839-558",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"90839-559",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"90839-560",0.9857,0,0,0,1.43e-06,0,3.003e-05,0,0,0,0,0,0,0,0,0,0,0.00118118,0,0,0,0,0.0130845,0,0,0,0,0,0,0,0,0,2.86e-06
"90839-561",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"90839-562",0.9997,0,0,0,3e-08,0,3.6e-07,0,0,0,0,0,0,0,0,0,0,3.24e-05,0,0,0,0,0.00026712,0,0,0,0,0,0,0,0,0,9e-08
"90839-563",0.9762,0,0,0,2.38e-06,0,4.046e-05,0,0,2.38e-06,0,0,0,0,0,0,0,0.00201586,0,0,0,0,0.02170322,0,0,0,0,0,0,0,0,0,3.57e-05
"90839-564",0.9495,0,0,0,5.05e-06,0,3.03e-05,0,0,0,0,0,0,0,0,0,0,0.00782245,0,0,0,0,0.0426018,0,0,0,0,0,0,0,0,0,4.04e-05
"90839-565",0.1296,0,0,0,8.704e-05,0,0.0004352,0,0,0,0,0,0,0,0,0,0,0.12899328,0,0,0,0,0.74053632,0,0,0,0,0,0,0,0,0,0.00034816
"90839-566",0.9995,0,0,0,0,0,2.5e-07,0,0,0,0,0,0,0,0,0,0,2.69e-05,0,0,0,0,0.00047275,0,0,0,0,0,0,0,0,0,1e-07
"90839-567",0.9979,0,0,0,2.1e-07,0,4.2e-06,0,0,0,0,0,0,0,0,0,0,0.0002121,0,0,0,0,0.00188265,0,0,2.1e-07,2.1e-07,0,0,0,0,0,4.2e-07
"90839-568",0.9989,0,0,0,1.1e-07,0,1.32e-06,0,0,0,0,0,0,0,0,0,0,0.00015752,0,0,0,0,0.00094072,0,0,0,0,0,0,0,0,0,3.3e-07
"90839-569",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"90839-570",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"90839-571",0.9993,0,0,0,7e-08,0,3.5e-07,0,0,0,0,0,0,0,0,0,0,7.665e-05,0,0,0,0,0.00062237,0,0,0,0,0,0,0,0,0,5.6e-07
"90839-572",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"90839-573",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"90839-574",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"90839-575",0.9996,0,0,0,4e-08,0,2.76e-06,0,0,0,0,0,0,0,0,0,0,5.024e-05,0,0,0,0,0.0003468,0,0,4e-08,0,0,0,0,0,0,1.2e-07
"90839-576",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"90839-577",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"90839-578",0.9996,0,0,0,4e-08,0,6.8e-07,0,0,0,0,0,0,0,0,0,0,4.316e-05,0,0,0,0,0.00035588,0,0,0,4e-08,0,0,0,0,0,2e-07
"90839-579",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"90839-580",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"90839-581",0.9996,0,0,0,4e-08,0,3.2e-07,0,0,0,0,0,0,0,0,0,0,6.292e-05,0,0,0,0,0.00033664,0,0,0,0,0,0,0,0,0,8e-08
"90839-582",0.9995,0,0,0,5e-08,0,7e-07,0,0,0,0,0,0,0,0,0,0,4.215e-05,0,0,0,5e-08,0.0004568,0,0,0,0,0,0,0,0,0,2.5e-07
"90839-583",0.9999,0,0,0,1e-08,0,6e-08,0,0,0,0,0,0,0,0,0,0,1.086e-05,0,0,0,0,8.906e-05,0,0,0,0,0,0,0,0,0,1e-08
"90839-584",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"90839-585",0.9973,0,0,0,2.7e-07,0,2.16e-06,0,0,0,0,0,0,0,0,0,0,0.00019629,0,0,0,2.7e-07,0.0025002,0,0,0,0,0,0,0,0,0,8.1e-07
"90839-586",0.9935,0,0,0,6.5e-07,0,3.9e-06,0,0,0,0,0,0,0,0,0,0,0.0010101,0,0,0,0,0.00545935,6.5e-07,0,0,0,0,0,0,0,0,2.535e-05
"90839-587",0.9998,0,0,0,2e-08,0,2.2e-07,0,0,0,0,0,0,0,0,0,0,3.242e-05,0,0,0,0,0.00016718,0,0,0,0,0,0,0,0,0,1.6e-07
"90839-588",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"90839-589",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"90839-590",0.9993,0,0,0,7e-08,0,5.6e-06,0,0,0,0,0,0,0,0,0,0,6.265e-05,0,0,0,1.4e-07,0.00063126,0,0,7e-08,0,0,0,0,0,0,2.1e-07
"90839-591",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"90839-592",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"90839-593",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"90839-594",0.9932,7.616e-05,7.48e-06,7.208e-05,0,0,0,2.72e-06,0,0,6.8e-07,0,0,0,0,7.208e-05,9.452e-05,0,0,6.8e-07,8.5e-05,0,0,0,7.48e-06,0.0004216,0.00585548,9.52e-06,0,5.44e-06,8.908e-05,0,0
"90839-595",0.9968,4.16e-06,0,4.896e-05,0,0,0,2.56e-06,0,0,0,0,0,9.6e-07,3.2e-07,4.96e-05,0.00017024,0,3.2e-07,3.2e-07,3.2e-06,0,0,0,8.96e-06,0.00016544,0.00266368,1.28e-06,0,1.28e-06,7.424e-05,0,4.48e-06
"90839-596",0.7397,0.00169195,0,0.00434701,0,0,0,0.00010412,0,0,2.603e-05,0,0,0,0,0.00192622,0.00257697,0,0,0.00020824,0.00070281,0,0,0,0.00028633,0.01699759,0.22601849,0.00075487,0,0.00031236,0.00426892,0,7.809e-05
"90839-597",0.9999,4.7e-07,1e-08,1.4e-07,0,0,0,1e-08,0,0,2.4e-07,4e-08,1e-07,0,1.2e-07,3.9e-07,7e-08,0,7e-08,1.2e-07,1.7e-07,0,0,0,2e-07,8.19e-06,8.724e-05,8.3e-07,0,6.8e-07,1.9e-07,0,7.2e-07
"90839-598",0.9815,1.85e-05,0,0.0001258,0,0,0,2.775e-05,0,0,3.7e-06,0,0,0.00011285,0,0.00033485,0.00061235,0,0,0,2.035e-05,0,0,0,1.665e-05,0.0008436,0.01268545,3.885e-05,0,1.85e-06,0.00365745,0,0
"90839-599",0.9997,2.76e-06,0,4.17e-06,0,0,0,7.2e-07,2.4e-07,0,0,0,0,3.6e-07,0,2.07e-06,1.29e-06,0,0,3e-08,1.47e-06,0,0,0,9.9e-07,1.848e-05,0.00025842,6e-08,0,9e-08,8.85e-06,0,0
"90839-600",0.9998,1.22e-06,0,9.66e-06,0,0,0,2.2e-07,0,0,0,0,0,8e-08,0,9.8e-07,3.88e-06,0,0,6e-08,5.6e-07,0,0,0,4.8e-07,1.372e-05,0.00016646,3.4e-07,0,8e-08,2.26e-06,0,0
"90839-601",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"90839-602",0.8105,0.0015539,0,0.00255825,0,0,0,0,0,0,1.895e-05,0.0001137,0,1.895e-05,9.475e-05,0.00138335,0.0014402,0,1.895e-05,0.0004169,9.475e-05,0,0,0,7.58e-05,0.0136061,0.16351955,9.475e-05,0,0.0005685,0.00373315,0,0.0001895
"90839-603",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"90839-604",0.9999,5e-07,2.6e-07,6.7e-07,0,0,0,1e-08,1e-08,0,8e-08,3e-08,0,1e-08,2e-08,2e-07,2.9e-07,0,0,1e-07,9.2e-07,1e-08,0,0,3.2e-07,7.18e-06,8.665e-05,5.7e-07,0,2.4e-07,1.93e-06,0,0
"90839-605",0.9823,6.549e-05,0,0.00136821,0,0,0,0,1.77e-06,0,0,0,0,5.487e-05,0,0.00012567,0.00048498,0,0,3.54e-06,0.00010266,0,0,0,5.31e-06,0.0006903,0.0143547,1.77e-06,0,5.31e-06,0.00043542,0,0
"90839-606",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"90839-607",0.9999,3.8e-07,0,1.739e-05,0,0,0,0,0,0,0,0,0,6.4e-07,0,5.52e-06,7.81e-06,0,0,0,4e-08,0,0,0,2.3e-07,1.21e-06,5.25e-05,0,0,0,1.428e-05,0,0
"90839-609",0.9314,0.0002744,0,0.00111132,0,0,0,0.00016464,0.00019208,0,0,0,0,0,0,0.00039102,0.00046648,0,0,2.744e-05,0.00196882,0,0,0,0.00016464,0.00413658,0.05870788,5.488e-05,0,1.372e-05,0.0009261,0,0
"90839-610",0.9995,1.35e-06,2.5e-07,1.745e-05,0,0,0,5e-08,0,0,2e-07,0,5e-08,0,5e-08,3.1e-06,2.1e-06,0,0,1e-07,2.55e-06,0,0,0,1.5e-07,3.48e-05,0.00043075,5.5e-07,0,8e-07,5.25e-06,0,4.5e-07
"90839-611",0.9989,0,0,0,1.1e-07,0,2.2e-06,0,0,0,0,0,0,0,0,0,0,0.00013222,0,0,0,0,0.00096514,0,0,0,0,0,0,0,0,0,3.3e-07
"90839-612",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"90839-613",0.9988,0,0,0,1.2e-07,0,1.08e-06,0,0,0,0,0,0,0,0,0,0,0.0001128,0,0,0,0,0.00108588,0,0,0,0,0,0,0,0,0,1.2e-07
"90839-614",0.9994,0,0,0,6e-08,0,6.6e-07,0,0,6e-08,0,0,0,0,0,0,0,3.774e-05,0,0,0,0,0.00056124,0,0,0,0,0,0,0,0,0,2.4e-07
"90839-615",0.9989,0,0,0,1.1e-07,0,7.7e-07,0,0,1.1e-07,0,0,0,0,0,0,0,0.00011539,0,0,0,0,0.0009834,0,0,0,0,0,0,0,0,0,2.2e-07
"90839-616",0.9992,0,0,0,8e-08,0,3.2e-07,0,0,0,0,0,0,0,0,0,0,2.92e-05,0,0,0,0,0.00077024,0,0,0,0,0,0,0,0,0,1.6e-07
"90839-617",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"90839-618",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"90839-619",0.9997,0,0,0,3e-08,0,9e-08,0,0,6e-08,0,0,0,0,0,0,0,3.507e-05,0,0,0,0,0.00026463,0,0,0,0,0,0,0,0,0,1.2e-07
"90839-620",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"90839-621",0.9999,0,0,0,1e-08,0,7e-08,0,0,0,0,0,0,0,0,0,0,1.115e-05,0,0,0,0,8.866e-05,0,0,1e-08,1e-08,0,0,0,0,0,9e-08
"90839-622",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"90839-623",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"90839-624",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"90839-625",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"90839-626",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"90839-627",0.9999,0,0,0,1e-08,0,7e-08,0,0,0,0,0,0,0,0,0,0,1.717e-05,0,0,0,0,8.273e-05,0,0,0,0,0,0,0,0,0,2e-08
"90839-628",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"90839-629",0.4884,0,0,0,5.116e-05,0,0.00092088,0,0,0,0,0,0,0,0,0,0,0.0491136,0,0,0,5.116e-05,0.46136088,0,0,0,0,0,0,0,0,0,0.00010232
"90839-630",0.9997,0,0,0,3e-08,0,9.9e-07,0,0,0,0,0,0,0,0,0,0,3.144e-05,0,0,0,0,0.00026745,0,0,0,0,0,0,0,0,0,9e-08
"90839-631",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"90839-632",0.9985,0,0,0,1.5e-07,0,1.05e-06,0,0,0,0,0,0,0,0,0,0,0.0001752,0,0,0,0,0.00132315,0,0,0,0,0,0,0,0,0,4.5e-07
"90839-633",0.9999,0,0,0,1e-08,0,1.1e-07,0,0,0,0,0,0,0,0,0,0,1.543e-05,0,0,0,0,8.441e-05,0,0,0,0,0,0,0,0,0,4e-08
"90839-634",0.9998,0,0,0,2e-08,0,1.6e-07,0,0,0,0,0,0,0,0,0,0,2.396e-05,0,0,0,0,0.00017582,0,0,0,0,0,0,0,0,0,4e-08
"90839-635",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"90839-636",0.9961,0,0,0,3.9e-07,0,1.56e-06,0,0,0,0,0,0,0,0,0,0,0.00053586,0,0,0,0,0.00335985,0,0,0,0,0,0,0,0,0,2.34e-06
"90839-637",0.9992,0,0,0,8e-08,0,7.2e-07,0,0,0,0,0,0,0,0,0,0,3.008e-05,0,0,0,0,0.00076896,0,0,0,0,0,0,0,0,0,1.6e-07
"90839-638",0.7651,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0007047,0,0,0.02917458,0,0,0,0,0.14545008,0.00270135,0,0.00826848,0.00436914,0,0,0,0,0,0.04423167
"90839-639",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"90839-640",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"90839-641",0.9319,0,0,0,6.81e-06,0,0.00012258,0,0,0,0,0,0,0,0,0,0,0.00849207,0,0,0,6.81e-06,0.05943768,0,0,1.362e-05,6.81e-06,0,0,0,0,0,1.362e-05
