"SampleID","SalmonID","Genotypic sex","species","Genetic_Stock_Best_Estimate","Probability_Best_Estimate","Genetic_Stock_2nd_Best_Estimate","Probability_2nd_Best_Estimate","PBT_Estimate","PBT_Hatchery_Probability"
"90839-078",50147,"M","chinook","Mid.Up_Columbia_R_sp","0.9995","Snake_R_sp","0.0005","Little_White_Salmon_sp","0.997979"
"90839-079",50148,"F","chinook","Mid.Up_Columbia_R_sp","0.8588124","Snake_R_sp","0.1403876","Clearwater","0.994000"
"90839-080",50149,"F","chinook","Mid.Up_Columbia_R_sp","0.5842","Snake_R_sp","0.4158","Dworshak","0.999357"
"90839-083",50152,"F","chinook","Mid.Up_Columbia_R_sp","0.6308432","Snake_R_sp","0.3023568","Carson","0.997994"
"90839-084",50153,"F","chinook","Snake_R_sp","0.9285355","Mid.Up_Columbia_R_sp","0.0709645","Winthrop","0.998830"
"90839-086",50155,"F","chinook","Snake_R_sp","0.69529135","Mid.Up_Columbia_R_sp","0.30440865","Lookingglass","0.997353"
"90839-087",50156,"F","chinook","Mid.Up_Columbia_R_sp","0.9902144","Snake_R_sp","0.0079856","Carson","0.990951"
"90839-088",50157,"F","chinook","Snake_R_sp","0.9961","Mid.Up_Columbia_R_sp","0.0039","Dworshak","0.999009"
"90839-090",50159,"F","chinook","Mid.Up_Columbia_R_sp","0.9399357","Snake_R_sp","0.0594643","Parkdale","0.997291"
"90839-091",50160,"F","chinook","Snake_R_sp","0.89403171","Mid.Up_Columbia_R_sp","0.10566829",NA,NA
"90839-092",50161,"F","chinook","Snake_R_sp","1","Deschutes_R_fa","0",NA,NA
"90839-093",50162,"F","chinook","Snake_R_sp","0.9435","Mid.Up_Columbia_R_sp","0.0565",NA,NA
"90839-094",50163,"M","chinook","Mid.Up_Columbia_R_sp","0.9240471","Snake_R_sp","0.0144529","Little_White_Salmon_sp","0.999824"
"90839-095",50164,"F","chinook","Snake_R_sp","0.9986","Mid.Up_Columbia_R_sp","0.0014","Pahsimeroi","0.989599"
"90839-097",50166,"M","chinook","Snake_R_sp","1","Deschutes_R_fa","0","Rapid_River","0.999096"
"90839-098",50167,"F","chinook","Snake_R_sp","0.9995","Mid.Up_Columbia_R_sp","0.0005","Pahsimeroi","0.995493"
"90839-100",50169,"M","chinook","Mid.Up_Columbia_R_sp","0.9781086","Snake_R_sp","0.0214914","McCall","0.999148"
"90839-101",50170,"M","chinook","Mid.Up_Columbia_R_sp","0.95636736","Snake_R_sp","0.04203264",NA,NA
"90839-102",50171,"M","chinook","Snake_R_sp","0.9999","Mid.Up_Columbia_R_sp","0.0001","Rapid_River","0.971604"
"90839-104",50173,"F","chinook","Snake_R_sp","1","Deschutes_R_fa","0","Rapid_River","0.998428"
"90839-105",50174,"M","chinook","Snake_R_sp","0.96161624","Mid.Up_Columbia_R_sp","0.03158376",NA,NA
"90839-106",50175,"M","chinook","Willamette_R","0.9999","Deschutes_R_fa","0",NA,NA
"90839-107",50185,"F","chinook","Snake_R_sp","0.62457374","Mid.Up_Columbia_R_sp","0.37362626","Dworshak","0.997868"
"90839-108",50186,"F","chinook","Snake_R_sp","0.92399845","Mid.Up_Columbia_R_sp","0.07330155",NA,NA
"90839-110",50188,"F","chinook","Mid.Up_Columbia_R_sp","0.8539","Snake_R_sp","0.1461","Eastbank_sp","0.555330"
"90839-112",50190,"M","chinook","Mid.Up_Columbia_R_sp","0.51029916","Snake_R_sp","0.48560084","Dworshak","0.995359"
"90839-113",50191,"F","chinook","Snake_R_sp","0.85601439","Mid.Up_Columbia_R_sp","0.14388561",NA,NA
"90839-114",50192,"M","chinook","Up_Columbia_R_su.fa","0.9316643","Snake_R_fa","0.0089357",NA,NA
"90839-115",50193,"F","chinook","Snake_R_sp","0.95260473","Mid.Up_Columbia_R_sp","0.04729527","Rapid_River","0.997043"
"90839-118",50197,"M","chinook","Mid.Up_Columbia_R_sp","0.64758152","Snake_R_sp","0.35161848","Carson","0.995179"
"90839-119",50198,"F","chinook","Snake_R_sp","0.9923","Mid.Up_Columbia_R_sp","0.0077","Rapid_River","0.997251"
"90839-121",50200,"F","chinook","Mid.Up_Columbia_R_sp","0.70427136","Snake_R_sp","0.29412864","Clearwater","0.999317"
"90839-122",50201,"M","chinook","Snake_R_sp","0.6382446","Mid.Up_Columbia_R_sp","0.3613554","Carson","0.994848"
"90839-123",50202,"F","chinook","Mid.Up_Columbia_R_sp","0.61831764","Snake_R_sp","0.19408236","Little_White_Salmon_sp","0.996655"
"90839-124",50203,"F","chinook","Snake_R_sp","0.65114388","Mid.Up_Columbia_R_sp","0.34815612","Winthrop","0.998206"
"90839-125",50204,"F","chinook","Snake_R_sp","0.58054194","Mid.Up_Columbia_R_sp","0.41935806","Leavenworth","0.977210"
"90839-126",50205,"F","chinook","Mid.Up_Columbia_R_sp","0.9395","Snake_R_sp","0.0605","Little_White_Salmon_sp","0.997771"
"90839-127",50206,"F","chinook","Snake_R_sp","1","Deschutes_R_fa","0","Rapid_River","0.999300"
"90839-128",50207,"M","chinook","Snake_R_sp","0.86032128","Mid.Up_Columbia_R_sp","0.13807872","Lookingglass","0.999591"
"90839-129",50208,"M","chinook","Snake_R_sp","0.98100189","Mid.Up_Columbia_R_sp","0.01889811","McCall","0.981792"
"90839-130",50209,"F","chinook","Snake_R_sp","0.93068184","Mid.Up_Columbia_R_sp","0.06811816","Dworshak","0.997516"
"90839-132",50211,"M","chinook","Snake_R_sp","0.95201904","Mid.Up_Columbia_R_sp","0.04758096","Dworshak","0.994422"
"90839-134",50213,"F","chinook","Mid.Up_Columbia_R_sp","0.8804","Snake_R_sp","0.1196","Leavenworth","0.998114"
"90839-135",50214,"M","chinook","Mid.Up_Columbia_R_sp","0.9876","Snake_R_sp","0.0124","Winthrop","0.996574"
"90839-136",50215,"F","chinook","Snake_R_sp","1","Deschutes_R_fa","0","Rapid_River","0.996592"
"90839-137",50216,"F","chinook","Snake_R_sp","0.558","Mid.Up_Columbia_R_sp","0.442","Clearwater","0.998274"
"90839-139",50218,"F","chinook","Snake_R_sp","1","Deschutes_R_fa","0","Rapid_River","0.995665"
"90839-140",50219,"F","chinook","Snake_R_sp","0.6765","Mid.Up_Columbia_R_sp","0.3235",NA,NA
"90839-141",50220,"M","chinook","Snake_R_sp","0.57042412","Mid.Up_Columbia_R_sp","0.42577588",NA,NA
"90839-143",50222,"F","chinook","Snake_R_sp","0.9987","Mid.Up_Columbia_R_sp","0.0013","Rapid_River","0.997967"
"90839-144",50223,"F","chinook","Mid.Up_Columbia_R_sp","0.926","Snake_R_sp","0.074","Little_White_Salmon_sp","0.992795"
"90839-145",50224,"F","chinook","Snake_R_sp","0.9871","Mid.Up_Columbia_R_sp","0.0129","Rapid_River","0.990928"
"90839-148",50227,"F","chinook","Snake_R_sp","1","Deschutes_R_fa","0","Rapid_River","0.975425"
"90839-149",50228,"M","chinook","Mid.Up_Columbia_R_sp","0.9998","Deschutes_R_fa","0","Parkdale","0.999088"
"90839-151",50230,"M","chinook","Snake_R_sp","0.5911","Mid.Up_Columbia_R_sp","0.4089","McCall","0.990441"
"90839-155",50235,"M","chinook","Mid.Up_Columbia_R_sp","0.91880811","Snake_R_sp","0.08109189","Carson","0.991314"
"90839-156",50236,"F","chinook","Snake_R_sp","0.9914","Mid.Up_Columbia_R_sp","0.0086","Rapid_River","0.994208"
"90839-157",50237,"F","chinook","Up_Columbia_R_su.fa","0.8492","Snake_R_fa","0.1508","Entiat","0.555083"
"90839-158",50238,"F","chinook","Mid.Up_Columbia_R_sp","0.95872842","Snake_R_sp","0.04057158",NA,NA
"90839-159",50239,"F","chinook","Mid.Up_Columbia_R_sp","0.98680131","Snake_R_sp","0.01309869","Carson","0.986332"
"90839-169",50251,"F","chinook","Mid.Up_Columbia_R_sp","0.94621072","Snake_R_sp","0.05358928","Clearwater","0.998943"
"90839-172",50254,"M","chinook","Mid.Up_Columbia_R_sp","0.8876","Snake_R_sp","0.1124",NA,NA
"90839-174",50256,"F","chinook","Snake_R_sp","0.9461","Mid.Up_Columbia_R_sp","0.0539","Lookingglass","0.998960"
"90839-175",50257,"M","chinook","Snake_R_sp","0.834746","Mid.Up_Columbia_R_sp","0.163754","Dworshak","0.999280"
"90839-176",50258,"M","chinook","Snake_R_sp","0.9997","Mid.Up_Columbia_R_sp","0.0003",NA,NA
"90839-177",50259,"F","chinook","Mid.Up_Columbia_R_sp","0.9914","Snake_R_sp","0.0086","Parkdale","0.998465"
"90839-178",50260,"F","chinook","Snake_R_sp","1","Deschutes_R_fa","0","Rapid_River","0.995261"
"90839-179",50261,"M","chinook","Snake_R_sp","0.9986","Mid.Up_Columbia_R_sp","0.0014","Rapid_River","0.997033"
"90839-180",50262,"F","chinook","Mid.Up_Columbia_R_sp","0.9748","Snake_R_sp","0.0252","Carson","0.986499"
"90839-181",50263,"F","chinook","Mid.Up_Columbia_R_sp","0.9668","Snake_R_sp","0.0332","Carson","0.999497"
"90839-183",50265,"F","chinook","Snake_R_sp","0.8715","Mid.Up_Columbia_R_sp","0.1285","Dworshak","0.998400"
"90839-184",50266,"F","chinook","Mid.Up_Columbia_R_sp","0.7696","Snake_R_sp","0.2304","Dworshak","0.996466"
"90839-185",50267,"F","chinook","Mid.Up_Columbia_R_sp","0.82311768","Snake_R_sp","0.17678232","Leavenworth","0.993939"
"90839-187",50269,"M","chinook","Mid.Up_Columbia_R_sp","0.98042208","Snake_R_sp","0.01837792","Chief_Joseph_sp","0.994322"
"90839-189",50271,"M","chinook","Mid.Up_Columbia_R_sp","0.81378756","Snake_R_sp","0.12581244","Little_White_Salmon_sp","0.979013"
"90839-190",50272,"M","chinook","Snake_R_sp","0.9999","Mid.Up_Columbia_R_sp","0.0001","Rapid_River","0.996761"
"90839-191",50273,"F","chinook","Snake_R_sp","0.964","Mid.Up_Columbia_R_sp","0.036","Clearwater","0.998328"
"90839-192",50274,"M","chinook","Mid.Up_Columbia_R_sp","0.6133","Snake_R_sp","0.3867","Little_White_Salmon_sp","0.993488"
"90839-193",50275,"M","chinook","Mid.Up_Columbia_R_sp","0.79388874","Snake_R_sp","0.20421126","Little_White_Salmon_sp","0.943545"
"90839-195",50277,"F","chinook","Snake_R_sp","0.9563","Mid.Up_Columbia_R_sp","0.0437","McCall","0.888727"
"90839-196",50278,"M","chinook","Snake_R_sp","0.99140693","Mid.Up_Columbia_R_sp","0.00769307","Lookingglass","0.996905"
"90839-197",50279,"M","chinook","Snake_R_sp","0.87055164","Mid.Up_Columbia_R_sp","0.12904836","McCall","0.998475"
"90839-198",50285,"M","chinook","Snake_R_sp","0.5296","Mid.Up_Columbia_R_sp","0.4704","Lookingglass","0.999136"
"90839-200",50286,"F","chinook","W_Cascade_sp","0.72145008","W_Cascade_fa","0.18534992",NA,NA
"90839-201",50288,"F","chinook","Spring_Cr_Group_tule","0.99010098","W_Cascade_fa","0.00009902","Bonneville","0.991467"
"90839-202",50289,"M","chinook","Snake_R_sp","0.60647868","Mid.Up_Columbia_R_sp","0.39332132",NA,NA
"90839-203",50290,"M","chinook","Mid.Up_Columbia_R_sp","0.5823","Snake_R_sp","0.4177","Little_White_Salmon_sp","0.980175"
"90839-204",50291,"M","chinook","Snake_R_sp","0.9991","Mid.Up_Columbia_R_sp","0.0009","McCall","0.997812"
"90839-207",50294,"F","chinook","Mid.Up_Columbia_R_sp","0.565134","Snake_R_sp","0.417366","McCall","0.999212"
"90839-209",50296,"M","chinook","Snake_R_sp","0.9999","Mid.Up_Columbia_R_sp","0.0001","Rapid_River","0.996416"
"90839-210",50297,"F","chinook","Mid.Up_Columbia_R_sp","0.98783717","Snake_R_sp","0.00626283","Carson","0.997800"
"90839-214",50301,"M","chinook","Mid.Up_Columbia_R_sp","0.9533093","Snake_R_sp","0.0464907","Carson","0.998333"
"90839-215",50302,"M","chinook","Mid.Up_Columbia_R_sp","0.89753376","Snake_R_sp","0.09126624","Carson","0.998336"
"90839-217",50304,"M","chinook","Mid.Up_Columbia_R_sp","0.91762463","Snake_R_sp","0.08207537","Clearwater","0.978075"
"90839-218",50305,"F","chinook","Up_Columbia_R_su.fa","0.978","Snake_R_fa","0.022","Chief_Joseph_su/fa","0.994328"
"90839-219",50306,"F","chinook","Willamette_R","0.9998","Deschutes_R_fa","0","Minto","0.998296"
"90839-220",50307,"M","chinook","Up_Columbia_R_su.fa","0.99950004","Snake_R_fa","0.00039996","Wells","0.867663"
"90839-221",50308,"M","chinook","Snake_R_sp","0.99290138","Mid.Up_Columbia_R_sp","0.00019862",NA,NA
"90839-222",50309,"M","chinook","Mid.Up_Columbia_R_sp","0.9969003","Snake_R_sp","0.0029997","Little_White_Salmon_sp","0.998667"
"90839-223",50310,"F","chinook","Mid.Up_Columbia_R_sp","0.9811","Snake_R_sp","0.0189","Little_White_Salmon_sp","0.986506"
"90839-224",50311,"M","chinook","Mid.Up_Columbia_R_sp","0.97465928","Snake_R_sp","0.02274072","Dworshak","0.997753"
"90839-225",50312,"F","chinook","Mid.Up_Columbia_R_sp","0.83703256","Snake_R_sp","0.16276744",NA,NA
"90839-226",50313,"F","chinook","Mid.Up_Columbia_R_sp","0.994","Deschutes_R_fa","0","Klickitat","0.993259"
"90839-227",50314,"F","chinook","Mid.Up_Columbia_R_sp","0.9971","Snake_R_sp","0.0029","Carson","0.997560"
"90839-228",50315,"F","chinook","Willamette_R","0.9998","Deschutes_R_fa","0","Minto","0.996076"
"90839-230",50317,"M","chinook","Snake_R_sp","1","Deschutes_R_fa","0","Rapid_River","0.999189"
"90839-231",50318,"M","chinook","Snake_R_sp","0.61543845","Mid.Up_Columbia_R_sp","0.38446155","Rapid_River","0.996051"
"90839-233",50320,"M","chinook","Mid.Up_Columbia_R_sp","1","Deschutes_R_fa","0","Round_Butte","0.999767"
"90839-234",50321,"M","chinook","Snake_R_sp","0.98070382","Mid.Up_Columbia_R_sp","0.01909618","Pahsimeroi","0.977495"
"90839-236",50323,"M","chinook","Willamette_R","0.9843","Deschutes_R_fa","0",NA,NA
"90839-238",50325,"F","chinook","Up_Columbia_R_su.fa","0.99740165","Snake_R_fa","0.00109835","Wells","0.984403"
"90839-239",50326,"F","chinook","Willamette_R","0.9999","W_Cascade_sp","0.0001",NA,NA
"90839-240",50327,"F","chinook","Snake_R_sp","0.9268","Deschutes_R_fa","0","Rapid_River","0.995954"
"90839-241",50328,"M","chinook","Mid.Up_Columbia_R_sp","0.89065728","Snake_R_sp","0.10694272","Pahsimeroi","0.963926"
"90839-242",50329,"F","chinook","Willamette_R","1","Deschutes_R_fa","0",NA,NA
"90839-243",50330,"M","chinook","Snake_R_sp","0.99920007","Mid.Up_Columbia_R_sp","0.00069993","Rapid_River","0.998730"
"90839-244",50331,"M","chinook","Up_Columbia_R_su.fa","0.9998","Snake_R_fa","0.0002",NA,NA
"90839-245",50332,"M","chinook","Mid.Up_Columbia_R_sp","0.99930012","Snake_R_sp","0.00039988",NA,NA
"90839-246",50333,"M","chinook","Snake_R_sp","0.7827235","Mid.Up_Columbia_R_sp","0.2143765","Clearwater","0.994434"
"90839-247",50334,"F","chinook","Mid.Up_Columbia_R_sp","0.9794","Snake_R_sp","0.0206","Little_White_Salmon_sp","0.995543"
"90839-248",50335,"F","chinook","Mid.Up_Columbia_R_sp","0.99080595","Snake_R_sp","0.00849405",NA,NA
"90839-252",50364,"M","chinook","Mid.Up_Columbia_R_sp","0.8231","Snake_R_sp","0.1769","McCall","0.998064"
"90839-253",50365,"M","chinook","Willamette_R","1","Deschutes_R_fa","0",NA,NA
"90839-255",50367,"F","chinook","Up_Columbia_R_su.fa","0.9667099","Snake_R_fa","0.0329901","Eastbank_sp","0.986998"
"90839-257",50369,"M","chinook","Willamette_R","0.9998","Deschutes_R_fa","0",NA,NA
"90839-258",50370,"M","chinook","W_Cascade_sp","0.8438944","Willamette_R","0.1409632",NA,NA
"90839-260",50372,"F","chinook","Up_Columbia_R_su.fa","0.98045115","Snake_R_fa","0.01644885","Lyons_Ferry_fa","0.991133"
"90839-262",50374,"M","chinook","Willamette_R","1","Deschutes_R_fa","0",NA,NA
"90839-264",50376,"M","chinook","Mid.Up_Columbia_R_sp","0.9876","Snake_R_sp","0.0124","Little_White_Salmon_sp","0.992309"
"90839-265",50377,"M","chinook","Willamette_R","1","Deschutes_R_fa","0",NA,NA
"90839-266",50378,"M","chinook","Up_Columbia_R_su.fa","0.9909","Snake_R_fa","0.0091","Eastbank_sp","0.849196"
"90839-267",50379,"F","chinook","Snake_R_sp","0.99970002","Mid.Up_Columbia_R_sp","0.00019998","Rapid_River","0.997257"
"90839-268",50380,"F","chinook","W_Cascade_sp","0.6264","W_Cascade_fa","0.242556",NA,NA
"90839-269",50403,"M","chinook","Spring_Cr_Group_tule","1","Deschutes_R_fa","0","Spring_Creek","0.995065"
"90839-270",50412,"M","chinook","Spring_Cr_Group_tule","0.9997","Deschutes_R_fa","0","Spring_Creek","0.994456"
"90839-271",50420,"M","chinook","Spring_Cr_Group_tule","0.9997","Deschutes_R_fa","0","Bonneville","0.993382"
"90839-272",50423,"F","chinook","Willamette_R","0.9983007","W_Cascade_sp","0.00089937",NA,NA
"90839-273",50425,"F","chinook","Spring_Cr_Group_tule","0.9996","Deschutes_R_fa","0",NA,NA
"90839-274",50426,"M","chinook","Spring_Cr_Group_tule","1","Deschutes_R_fa","0","Spring_Creek","0.503480"
"90839-275",50432,"F","chinook","Mid.Up_Columbia_R_sp","0.99140249","Snake_R_sp","0.00829751","Dworshak","0.999399"
"90839-276",50433,"F","chinook","Willamette_R","0.9999","Deschutes_R_fa","0",NA,NA
"90839-278",50435,"F","chinook","Willamette_R","0.9844","Deschutes_R_fa","0",NA,NA
"90839-280",50437,"F","chinook","Willamette_R","0.87821217","W_Cascade_sp","0.12168783",NA,NA
"90839-281",50438,"F","chinook","Mid.Up_Columbia_R_sp","0.89872104","Snake_R_sp","0.09247896","Nez_Perce_Tribal_sp","0.997255"
"90839-282",50439,"F","chinook","Willamette_R","1","Deschutes_R_fa","0","S_Santiam","0.923761"
"90839-283",50440,"F","chinook","Up_Columbia_R_su.fa","1","Deschutes_R_fa","0","Eastbank_sp","0.997086"
"90839-284",50441,"M","chinook","Snake_R_fa","0.96339484","Up_Columbia_R_su.fa","0.01091776","Wells","0.997421"
"90839-285",50442,"M","chinook","Willamette_R","1","Deschutes_R_fa","0",NA,NA
"90839-286",50443,"M","chinook","Mid.Up_Columbia_R_sp","0.9093","Snake_R_sp","0.0907","Carson","0.999512"
"90839-287",50444,"F","chinook","Willamette_R","0.9997","Deschutes_R_fa","0","Minto","0.975714"
"90839-288",50445,"M","chinook","Willamette_R","1","Deschutes_R_fa","0","S_Santiam","0.941675"
"90839-289",50446,"F","chinook","Mid.Up_Columbia_R_sp","0.52144352","Snake_R_sp","0.47825648","Little_White_Salmon_sp","0.999186"
"90839-290",50447,"M","chinook","Willamette_R","1","Deschutes_R_fa","0",NA,NA
"90839-291",50448,"F","chinook","Willamette_R","1","Deschutes_R_fa","0",NA,NA
"90839-292",50449,"F","chinook","Willamette_R","0.9066","Deschutes_R_fa","0",NA,NA
"90839-293",50450,"F","chinook","Up_Columbia_R_su.fa","0.99880036","Snake_R_fa","0.00059964","Eastbank_sp","0.999631"
"90839-294",50451,"M","chinook","Willamette_R","1","Deschutes_R_fa","0","S_Santiam","0.973068"
"90839-295",50452,"F","chinook","Willamette_R","1","Deschutes_R_fa","0",NA,NA
"90839-296",50453,"F","chinook","Willamette_R","0.9999","Deschutes_R_fa","0",NA,NA
"90839-298",50455,"M","chinook","Up_Columbia_R_su.fa","0.9999","Snake_R_fa","0.0001","Lyons_Ferry_fa","0.976715"
"90839-299",50456,"M","chinook","Willamette_R","1","Deschutes_R_fa","0",NA,NA
"90839-300",50457,"F","chinook","Willamette_R","0.828","W_Cascade_sp","0.1707",NA,NA
"90839-301",50458,"M","chinook","Mid.Up_Columbia_R_sp","0.98000199","Snake_R_sp","0.01989801","Round_Butte","0.994310"
"90839-302",50459,"F","chinook","Willamette_R","1","Deschutes_R_fa","0",NA,NA
"90839-304",50461,"M","chinook","Willamette_R","0.55224477","W_Cascade_sp","0.44685531","Kalama_Falls_sp","0.995754"
"90839-305",50462,"M","chinook","Up_Columbia_R_su.fa","0.799717","Snake_R_fa","0.1551875","Little_White_Salmon_fa","0.769993"
"90839-306",50475,"M","chinook","Spring_Cr_Group_tule","1","Deschutes_R_fa","0","Spring_Creek","0.995841"
"90839-307",50477,"M","chinook","W_Cascade_fa","0.78935715","Spring_Cr_Group_tule","0.1125198",NA,NA
"90839-308",50478,"M","chinook","Spring_Cr_Group_tule","1","Deschutes_R_fa","0","Bonneville","0.987681"
"90839-310",50480,"F","chinook","Spring_Cr_Group_tule","0.9995","W_Cascade_fa","0.0005",NA,NA
"90839-311",50481,"M","chinook","W_Cascade_sp","0.99820017","W_Cascade_fa","0.00009983",NA,NA
"90839-312",50482,"M","chinook","Spring_Cr_Group_tule","1","Deschutes_R_fa","0","Bonneville","0.793413"
"90839-313",50483,"M","chinook","Snake_R_fa","0.83273342","Up_Columbia_R_su.fa","0.16706658",NA,NA
"90839-314",50484,"F","chinook","Mid.Up_Columbia_R_sp","0.56357448","Snake_R_sp","0.43602552",NA,NA
"90839-315",50485,"M","chinook","Willamette_R","0.9628","W_Cascade_sp","0.0372",NA,NA
"90839-316",50486,"M","chinook","Mid.Up_Columbia_R_sp","0.66733134","Snake_R_sp","0.33136866",NA,NA
"90839-317",50487,"M","chinook","Willamette_R","0.9993","Deschutes_R_fa","0",NA,NA
"90839-318",50488,"F","chinook","Willamette_R","0.9996","W_Cascade_sp","0.0004",NA,NA
"90839-320",50490,"M","chinook","Mid.Up_Columbia_R_sp","0.65840472","Snake_R_sp","0.34099528","Little_White_Salmon_sp","0.992077"
"90839-321",50491,"F","chinook","Willamette_R","1","Deschutes_R_fa","0","McKenzie","0.943901"
"90839-322",50492,"M","chinook","Willamette_R","0.9951","W_Cascade_sp","0.0049",NA,NA
"90839-324",50494,"M","chinook","Willamette_R","1","Deschutes_R_fa","0","McKenzie","0.992466"
"90839-325",50495,"M","chinook","Willamette_R","1","Deschutes_R_fa","0",NA,NA
"90839-326",50496,"F","chinook","Mid.Up_Columbia_R_sp","0.9154","Snake_R_sp","0.0846",NA,NA
"90839-327",50497,"F","chinook","Mid.Up_Columbia_R_sp","0.9786","Deschutes_R_fa","0","Klickitat","0.999466"
"90839-328",50498,"F","chinook","Willamette_R","0.9908","Deschutes_R_fa","0",NA,NA
"90839-329",50499,"M","chinook","Willamette_R","1","Deschutes_R_fa","0",NA,NA
"90839-330",50500,"M","chinook","Mid.Up_Columbia_R_sp","0.78866333","Snake_R_sp","0.21103667","Carson","0.999029"
"90839-331",50501,"M","chinook","Willamette_R","1","Deschutes_R_fa","0",NA,NA
"90839-332",50502,"M","chinook","W_Cascade_sp","0.90710928","Willamette_R","0.09279072","Kalama_Falls_sp","0.995595"
"90839-333",50503,"M","chinook","W_Cascade_fa","0.94282833","W_Cascade_sp","0.05267253",NA,NA
"90839-334",50510,"F","chinook","Mid.Up_Columbia_R_sp","0.54434556","Snake_R_sp","0.45555444","Clearwater","0.999862"
"90839-336",50512,"M","chinook","Snake_R_sp","0.95782905","Mid.Up_Columbia_R_sp","0.04147095","Rapid_River","0.877496"
"90839-337",50513,"F","chinook","Mid.Up_Columbia_R_sp","0.99790068","Snake_R_sp","0.00169932","Little_White_Salmon_sp","0.993727"
"90839-338",50514,"M","chinook","Mid.Up_Columbia_R_sp","0.9785","Snake_R_sp","0.0215","Parkdale","0.994177"
"90839-340",50516,"F","chinook","Snake_R_sp","0.9999","Mid.Up_Columbia_R_sp","0.0001","Rapid_River","0.995696"
"90839-344",50520,"M","chinook","Willamette_R","1","Deschutes_R_fa","0","Minto","0.578566"
"90839-345",50521,"M","chinook","Willamette_R","0.9585","W_Cascade_sp","0.0415",NA,NA
"90839-347",50523,"M","chinook","Up_Columbia_R_su.fa","0.99770112","Snake_R_fa","0.00159888","Eastbank_sp","0.999269"
"90839-349",50529,"F","chinook","Spring_Cr_Group_tule","1","Deschutes_R_fa","0","Spring_Creek","0.979916"
"90839-350",50530,"M","chinook","Willamette_R","0.75502561","W_Cascade_sp","0.18887439","Kalama_Falls_sp","0.999375"
"90839-351",50531,"M","chinook","Willamette_R","0.9989","Deschutes_R_fa","0","Minto","0.972318"
"90839-353",50533,"F","chinook","Willamette_R","1","Deschutes_R_fa","0",NA,NA
"90839-354",50534,"F","chinook","Willamette_R","1","Deschutes_R_fa","0","Minto","0.944008"
"90839-355",50535,"F","chinook","Willamette_R","1","Deschutes_R_fa","0","Minto","0.998174"
"90839-356",50536,"F","chinook","W_Cascade_sp","0.97550486","W_Cascade_fa","0.00009757","Cowlitz","0.994118"
"90839-357",50537,"M","chinook","Willamette_R","1","Deschutes_R_fa","0",NA,NA
"90839-358",50538,"M","chinook","Willamette_R","1","Deschutes_R_fa","0","McKenzie","0.987074"
"90839-360",50540,"F","chinook","Willamette_R","0.9998","Deschutes_R_fa","0",NA,NA
"90839-361",50541,"M","chinook","Willamette_R","0.99120172","W_Cascade_sp","0.00019828","McKenzie","0.998857"
"90839-362",50542,"F","chinook","Willamette_R","0.9994","Deschutes_R_fa","0",NA,NA
"90839-363",50543,"M","chinook","Willamette_R","1","Deschutes_R_fa","0","Minto","0.975836"
"90839-364",50544,"M","chinook","W_Cascade_sp","0.62842925","W_Cascade_fa","0.01407075",NA,NA
"90839-365",50545,"M","chinook","W_Cascade_sp","0.9969","Deschutes_R_fa","0",NA,NA
"90839-366",50546,"F","chinook","W_Cascade_sp","0.8971092","W_Cascade_fa","0.0076908","Kalama_Falls_sp","0.992663"
"90839-367",50547,"M","chinook","W_Cascade_sp","0.99051444","W_Cascade_fa","0.00758556","Cowlitz","0.998668"
"90839-368",50548,"M","chinook","Willamette_R","1","Deschutes_R_fa","0","S_Santiam","0.995236"
"90839-370",50550,"F","chinook","Spring_Cr_Group_tule","0.9981006","W_Cascade_fa","0.0014994","Spring_Creek","0.988632"
"90839-371",50551,"M","chinook","Spring_Cr_Group_tule","1","Deschutes_R_fa","0","Spring_Creek","0.988695"
"90839-372",50552,"M","chinook","Spring_Cr_Group_tule","0.9996","Deschutes_R_fa","0","Bonneville","0.969485"
"90839-373",50563,"F","chinook","Willamette_R","0.98650896","W_Cascade_sp","0.00069104",NA,NA
"90839-374",50564,"F","chinook","Willamette_R","0.9999","Deschutes_R_fa","0","Minto","0.991328"
"90839-375",50565,"M","chinook","Willamette_R","0.99320627","W_Cascade_sp","0.0009943",NA,NA
"90839-376",50566,"M","chinook","Willamette_R","0.9999","Deschutes_R_fa","0",NA,NA
"90839-377",50567,"F","chinook","Willamette_R","0.99800075","W_Cascade_sp","0.00049925",NA,NA
"90839-378",50568,"F","chinook","Up_Columbia_R_su.fa","0.8955","Snake_R_fa","0.1045","Little_White_Salmon_fa","0.989109"
"90839-379",50569,"M","chinook","W_Cascade_fa","0.87643416","W_Cascade_sp","0.10216584",NA,NA
"90839-380",50570,"F","chinook","Willamette_R","0.9999","Deschutes_R_fa","0",NA,NA
"90839-381",50571,"M","chinook","Willamette_R","1","Deschutes_R_fa","0",NA,NA
"90839-382",50572,"F","chinook","Willamette_R","0.9994","W_Cascade_sp","0.0006",NA,NA
"90839-383",50573,"F","chinook","W_Cascade_sp","0.99141408","W_Cascade_fa","0.00638592","Cowlitz","0.957810"
"90839-384",50578,"M","chinook","Spring_Cr_Group_tule","0.99960004","W_Cascade_fa","0.00019996","Bonneville","0.805468"
"90839-385",50579,"M","chinook","Snake_R_sp","0.66905064","Mid.Up_Columbia_R_sp","0.28974936","Clearwater","0.586771"
