"ID","Not regional","Deschutes_R_fa","Mid/Up_Columbia_R_sp","Snake_R_fa","Snake_R_sp","Spring_Cr_Group_tule","Up_Columbia_R_su/fa","W_Cascade_fa","W_Cascade_sp","Willamette_R"
"90839-399",0.000199999999999978,0,0.00169966,0,0.99810034,0,0,0,0,0
"90839-400",0.000199999999999978,0,0.3804239,0,0.6193761,0,0,0,0,0
"90839-401",0,0,0.9754,0,0.0246,0,0,0,0,0
"90839-402",0.0447,0,0.95520447,0,9.553e-05,0,0,0,0,0
"90839-403",0.00249999999999995,0,0,0,0,0,0,0,0,0.9975
"90839-404",0,0,0,0,0,0,0,0,0,1
"90839-405",0.0558999999999999,0,0,0,0,0,0,0.00330435,0.94079565,0
"90839-407",0.0225,0,0,0,0,0,0,0.0013685,0.9761315,0
"90839-408",0.00119999999999998,0,0.3116256,0,0.6871744,0,0,0,0,0
"90839-409",0.00119999999999998,0,0.01058728,0,0.98821272,0,0,0,0,0
"90839-410",0.00109999999999999,0,0.14254303,0,0.85635697,0,0,0,0,0
"90839-411",0.1274,0,0.85794032,0,0.01465968,0,0,0,0,0
"90839-412",0.000800000000000023,0,0.61960392,0,0.37959608,0,0,0,0,0
"90839-413",0,0,1,0,0,0,0,0,0,0
"90839-414",0.012,0,9.88e-05,0,0.9879012,0,0,0,0,0
"90839-415",9.9999999999989e-05,0,0.95670432,0,0.04319568,0,0,0,0,0
"90839-416",0,0,0,0,0,0,0,0,0,1
"90839-417",0,0,0,0,0,0,0,0,0,1
"90839-418",0,0,1,0,0,0,0,0,0,0
"90839-419",0,0,0,0,0,0,0,0,0,1
"90839-420",0.9998,3.288e-05,3.22e-06,2e-08,0,0,8e-08,0.00012212,4.168e-05,0
"90839-421",0,0,0,0,0,0,0,0,0,1
"90839-422",0,0,0.9996,0,4e-04,0,0,0,0,0
"90839-423",0.00170000000000003,0,0.83907115,0,0.15922885,0,0,0,0,0
"90839-424",0.000600000000000045,0,0.9769135,0,0.0224865,0,0,0,0,0
"90839-425",0.00229999999999997,0,0.22657767,0,0.77112233,0,0,0,0,0
"90839-426",0.000700000000000034,0,0.08344155,0,0.91585845,0,0,0,0,0
"90839-427",0.001,0,0.9987003,0,0.0002997,0,0,0,0,0
"90839-428",0.000499999999999945,0,0.9493251,0,0.0501749,0,0,0,0,0
"90839-429",0,0,0.413,0,0.587,0,0,0,0,0
"90839-430",9.9999999999989e-05,0,0,0.00329967,0,0,0.99660033,0,0,0
"90839-431",0,0,0.0079,0,0.9921,0,0,0,0,0
"90839-432",0.0105,0,0.9895,0,0,0,0,0,0,0
"90839-433",0,0,0,0,0,0,0,0,1e-04,0.9999
"90839-434",0.0421,0,0,0,0,0.00067053,0.01839168,0.13037019,0.05718663,0.75128097
"90839-435",0.0349,0,0,0.00086859,0,0,0.96423141,0,0,0
"90839-436",0,0,0.0021,0,0.9979,0,0,0,0,0
"90839-437",0.00309999999999999,0,0.45727803,0,0.53962197,0,0,0,0,0
"90839-438",0.000299999999999967,0,0.02969109,0,0.97000891,0,0,0,0,0
"90839-439",0.000600000000000045,0,0.8220065,0,0.1773935,0,0,0,0,0
"90839-440",9.9999999999989e-05,0,0.98260173,0,0.01729827,0,0,0,0,0
"90839-441",0.000399999999999956,0,0.50049972,0,0.49910028,0,0,0,0,0
"90839-442",9.9999999999989e-05,0,0.00189981,0,0.99800019,0,0,0,0,0
"90839-443",0,0,0.9371,0,0.0629,0,0,0,0,0
"90839-444",0,0,0.0245,0,0.9755,0,0,0,0,0
"90839-445",0,0,0.3025,0,0.6975,0,0,0,0,0
"90839-446",0,0,0.599,0,0.401,0,0,0,0,0
"90839-447",0.00819999999999999,0,0.2053026,0,0.7864974,0,0,0,0,0
"90839-448",9.9999999999989e-05,0,0,0,0.9999,0,0,0,0,0
"90839-449",0.000199999999999978,0,0.14407118,0,0.85572882,0,0,0,0,0
"90839-450",0.00149999999999995,0,0.99181005,0,0.00668995,0,0,0,0,0
"90839-451",0,0,0,0.9093,0,0,0.0907,0,0,0
"90839-452",0.0262,0,0.9738,0,0,0,0,0,0,0
"90839-453",0.00900000000000001,0,0,0,0,0,0,0,0.991,0
"90839-454",0.0135999999999999,0,0,0,0,0,0,0.00078912,0.98561088,0
"90839-455",0,0,0,0,0,1,0,0,0,0
"90839-456",9.9999999999989e-05,0,0.82661733,0,0.17328267,0,0,0,0,0
"90839-457",0,0,0.9762,0,0.0238,0,0,0,0,0
"90839-458",9.9999999999989e-05,0,0.78852114,0,0.21137886,0,0,0,0,0
"90839-459",0,0,0.7936,0,0.2064,0,0,0,0,0
"90839-460",9.9999999999989e-05,0,0,0.00289971,0,0,0.99700029,0,0,0
"90839-461",0.0341,0,0.93064465,0,0.03525535,0,0,0,0,0
"90839-462",0.000900000000000012,0,0.96732862,0,0.03177138,0,0,0,0,0
"90839-463",0,0,0.1162,0,0.8838,0,0,0,0,0
"90839-464",0.1812,0,0.70146596,0,0.11733404,0,0,0,0,0
"90839-466",0.0108,0,0.63664912,0,0.35255088,0,0,0,0,0
"90839-467",0.6809,0,0.30770813,0,0.01139187,0,0,0,0,0
"90839-468",0.001,0,0.9987003,0,0.0002997,0,0,0,0,0
"90839-469",0.000399999999999956,0,0.01559376,0,0.98400624,0,0,0,0,0
"90839-470",0.00829999999999997,0,0.95937058,0,0.03232942,0,0,0,0,0
"90839-471",0,1e-04,0,0.0424,0,0,0.9571,4e-04,0,0
"90839-472",0,0,0,0,0,0,0,0,0,1
"90839-473",0.5521,0,0.44776563,0,0.00013437,0,0,0,0,0
"90839-474",0.005,0.009552,0.000796,0.947041,0,0,0.037611,0,0,0
"90839-475",0,0.0027,0,0.0999,0,0,0.8974,0,0,0
"90839-476",0,0,0,0,0,1,0,0,0,0
"90839-477",0.9983,0.00016592,1.7e-07,6.8e-07,0,0,0.00121703,2.21e-06,0.00031399,0
"90839-478",9.9999999999989e-05,0,0.94910508,0,0.05079492,0,0,0,0,0
"90839-479",9.9999999999989e-05,0,0,0,0.9999,0,0,0,0,0
"90839-480",0.194,0,0,0,0,0.806,0,0,0,0
"90839-481",0,0,0,0,0,1,0,0,0,0
"90839-482",0,0,0,0,0,1,0,0,0,0
"90839-483",0,0,0,0,0,1,0,0,0,0
"90839-484",0.9378,0,0,0,0,0,0,0.00629464,0.05590536,0
"90839-485",0.9852,3.552e-05,1.628e-05,1.48e-06,0,0,0.0028342,0,0.01191252,0
"90839-486",0,0,0,0,0,0,0,9e-04,0.0536,0.9455
"90839-487",0,0,0,0,0,1,0,0,0,0
"90839-488",0,0,0,0,0,1,0,0,0,0
"90839-489",9.9999999999989e-05,0,0,0.86761323,0,0,0.13228677,0,0,0
"90839-490",0.000399999999999956,0,0,0,0,0,0,0,0.99950004,9.996e-05
"90839-492",0,0,0,0,0,0,0,0,0,1
"90839-493",0.000800000000000023,0,0,0,0,0,0,0.0004996,0.99610248,0.00259792
"90839-494",0.00109999999999999,0,0,0,0,0,0,0.15792609,0.84097391,0
"90839-496",0,0,0,0,0,1,0,0,0,0
"90839-497",0.00329999999999997,0,0,0,0,0,0,0.9947066,0.00189373,9.967e-05
"90839-498",9.9999999999989e-05,0,0,0,0,0,0,0,9.999e-05,0.99980001
"90839-499",0.0117,0,0,0,0,0,0,0,0.00019766,0.98810234
"90839-500",0,0,0,0,0,0,0,0,4e-04,0.9996
"90839-501",0,0.0035,1e-04,0.761,0,0,0.2354,0,0,0
"90839-502",0,0,0,0,0,0,0,0,0,1
"90839-503",0,0,0,0,0,0,0,0,0.9999,1e-04
"90839-504",9.9999999999989e-05,0,0,0,0,0,0,0,9.999e-05,0.99980001
"90839-505",0,0,0,0,0,0,0,0,0,1
"90839-506",0.000499999999999945,0,0,0,0,0,0,0,0,0.9995
"90839-507",9.9999999999989e-05,0,0.0009999,0,0.9989001,0,0,0,0,0
"90839-508",0,0,0,0,0,0,0,0,0.0085,0.9915
"90839-509",0.00139999999999996,0,0,0,0,9.986e-05,0,0.01457956,0.0579188,0.92600178
"90839-510",0,0,0,0,0,0,0,0,0,1
"90839-511",0,0,0,0,0,0,0,0,0,1
"90839-512",0,0,0,0,0,0,0,0,0,1
"90839-513",0,0,0,0,0,0,0,0,0,1
"90839-514",0,0,0,0,0,0,0,0,0,1
"90839-515",0,0,0,0,0,0,0,0,0,1
"90839-516",0.000800000000000023,0,0,0,0,0.0009992,0,0.00179856,0.99480352,0.00159872
"90839-517",0.00329999999999997,0,0,0,0,0,0,0,0,0.9967
"90839-518",0,0,0,0,0,0,0,0,0,1
"90839-519",0.00590000000000002,0,0,0,0,0,0,0,0.9941,0
"90839-520",0,0,0,0,0,0,0,0,0,1
"90839-521",0.000199999999999978,0,0,0,0,0,0.9998,0,0,0
"90839-522",0,0,0,0,0,1,0,0,0,0
"90839-523",0.000299999999999967,0.01069679,0.00029991,0.01729481,0,0,0.03129061,0.93721875,0.00289913,0
"90839-524",0.00119999999999998,0.00039952,0,0.04684372,0,0,0.95155676,0,0,0
"90839-525",0.988,0,0,0,0,0,0,0.0075312,0.0001176,0.0043512
"90839-526",0,0,0,0,0,1,0,0,0,0
"90839-527",0.000900000000000012,0,0,0,0,0,0,0,0,0.9991
"90839-528",0.000199999999999978,0,0,0,0,0,0,0,0,0.9998
"90839-529",0,0,0,0,0,0,0,0,1e-04,0.9999
"90839-530",0,0,0,0,0,0,0,0,0,1
"90839-531",0,0,0,0,0,0,0,0,1,0
"90839-532",0,0,0,0,0,0,0,0,0.1742,0.8258
"90839-533",9.9999999999989e-05,0,0,0,0,0,0,0,0,0.9999
"90839-534",0,0,0,0,0,0,0,0,0.0307,0.9693
"90839-535",0,0,0,0,0,0,0,0,1e-04,0.9999
"90839-536",0,0,0,0,0,0,0,0,0,1
"90839-537",0.00309999999999999,0,0,0,0,0,0,0,0.9969,0
"90839-538",0,0,0,0,0,0,0,0,0,1
"90839-539",0,0,0,0,0,0,0,0,0,1
"90839-540",0.00639999999999996,0,0,0,0,0,0,0,0.9936,0
"90839-541",9.9999999999989e-05,0,0,0,0,0,0,0,0,0.9999
"90839-542",0,0,0,0,0,0,0,0.001,0.9853,0.0137
"90839-543",9.9999999999989e-05,0,0,0,0,0,0,0,0,0.9999
"90839-544",0,0,0,0,0,0,0,0,5e-04,0.9995
"90839-545",0,0,0,0,0,0,0,0,0,1
"90839-546",0.00619999999999998,0,0,0,0,0,0,0,0,0.9938
"90839-547",0,0,0,0,0,0,0,0,0.0014,0.9986
"90839-548",0.00539999999999996,0,0,0,0,0,0,0,0,0.9946
"90839-549",0,0,0,0,0,0,0,0,2e-04,0.9998
"90839-550",0,0,0,0,0,0,0,0,0,1
"90839-551",0,0,0,0,0,0,0,0,0,1
"90839-552",0,0,0,0,0,0,0,0,1e-04,0.9999
"90839-553",0.012,0,0,0,0,0,0,0,0,0.988
"90839-554",0,0,0,0,0,1,0,0,0,0
"90839-556",0.00149999999999995,0,0,0.00069895,0,0,0.00748875,0.99021245,9.985e-05,0
"90839-557",0,0,0,0,0,0.9987,0,0,0.0013,0
"90839-558",0,0,0,0,0,1,0,0,0,0
"90839-559",0,0,0,0,0,1,0,0,0,0
"90839-560",0.0145,0,0,0,0,0.9853029,0,0.0001971,0,0
"90839-561",0,0,0,0,0,0,0,0,0,1
"90839-562",9.9999999999989e-05,0,0,0,0,0,0,0,0,0.9999
"90839-563",0.028,0,0,0,0,0,0,9.72e-05,0.110322,0.8615808
"90839-564",0.0646,0,0,0,0,0,0,9.354e-05,0.04293486,0.8923716
"90839-565",0.8763,0,0,0,0,0,0,0.04324552,0.08045448,0
"90839-566",0.000499999999999945,0,0,0,0,0.9995,0,0,0,0
"90839-567",0.00180000000000002,0,0,0,0,0.99810018,0,9.982e-05,0,0
"90839-568",0.00149999999999995,9.985e-05,0,0.850722,0,0,0.14767815,0,0,0
"90839-569",0.000199999999999978,0,0,0,0,0.9998,0,0,0,0
"90839-570",9.9999999999989e-05,0,0,0,0,0.9999,0,0,0,0
"90839-571",0.0652,0,0,0,0,0.9348,0,0,0,0
"90839-572",0,0,0,0,0,0,0,0,0.0063,0.9937
"90839-573",0,3e-04,0,0.9843,0,0,0.0154,0,0,0
"90839-574",0,0,0,0,0,0,0,0,0.002,0.998
"90839-575",0.000700000000000034,0,0,0,0,0,0,0,0,0.9993
"90839-576",0,0,0,0,0,0,0,0,0,1
"90839-577",0,0,0,0,0,0,0,0,0,1
"90839-578",0.000199999999999978,0,0,0,0,0,0,0,0,0.9998
"90839-579",0,0,0,0,0,0,0,0,0,1
"90839-580",9.9999999999989e-05,0,0,0,0,0,0,0,0.00059994,0.99930006
"90839-581",0.000800000000000023,0,0,0,0,0,0,0,9.992e-05,0.99910008
"90839-582",0.000199999999999978,0,0,0,0,0,0,0,0,0.9998
"90839-583",9.9999999999989e-05,0,0,0,0,0,0,0,0,0.9999
"90839-584",0,0,0,0,0,0,0,0,0,1
"90839-585",0.004,0,0,0,0,0,0,0,0,0.996
"90839-586",0.00729999999999997,0,0,0,0,0,0,0.00049635,0.31647276,0.67573089
"90839-587",0,0,0,0,0,0,0,0,0.0246,0.9754
"90839-588",0,0,0,0,0,0,0,0,0,1
"90839-589",0,0,0,0,0,0,0,0,0,1
"90839-590",0.000499999999999945,0,0,0,0,0,0,0,0,0.9995
"90839-591",0,0,0,0,0,0,0,0,0,1
"90839-592",0,0,0,0,0,0,0,0,0,1
"90839-593",0,0,0.9451,0,0.0549,0,0,0,0,0
"90839-594",0.00449999999999995,0,0.43792045,0,0.55757955,0,0,0,0,0
"90839-595",0.00270000000000004,0,0.86844884,0,0.12885116,0,0,0,0,0
"90839-596",0.2182,0,0.70072734,0,0.08107266,0,0,0,0,0
"90839-597",0,0,0,0,1,0,0,0,0,0
"90839-598",0.019,0,0.9804114,0,0.0005886,0,0,0,0,0
"90839-599",0,0,1,0,0,0,0,0,0,0
"90839-600",0.000399999999999956,0,0.88984392,0,0.10975608,0,0,0,0,0
"90839-601",0,0,0,0,1,0,0,0,0,0
"90839-602",0.1734,0,0.82221902,0,0.00438098,0,0,0,0,0
"90839-603",9.9999999999989e-05,0,0.969903,0,0.029997,0,0,0,0,0
"90839-604",0,0,0.9566,0,0.0434,0,0,0,0,0
"90839-605",0.0172,0,0.9813258,0,0.0014742,0,0,0,0,0
"90839-606",0,0,0,0,0,0,0,0,0,1
"90839-607",0,0,0.9907,0,0.0093,0,0,0,0,0
"90839-609",0.0708,0,0.06104844,0,0.86815156,0,0,0,0,0
"90839-610",0.000499999999999945,0,0.55742115,0,0.44207885,0,0,0,0,0
"90839-611",0.00149999999999995,0,0,0.00309535,0,0,0.99540465,0,0,0
"90839-612",0,0,0,0,0,1,0,0,0,0
"90839-613",0.00139999999999996,0,0,0,0,0.9986,0,0,0,0
"90839-614",0.000499999999999945,0,0,0,0,0.99860045,0,0.00089955,0,0
"90839-615",0.00339999999999996,0,0,0,0,0.9966,0,0,0,0
"90839-616",0.000600000000000045,0,0,0,0,0.9994,0,0,0,0
"90839-617",0,0,0,0,0,1,0,0,0,0
"90839-618",0,0,0,0,0,1,0,0,0,0
"90839-619",0.000199999999999978,0,0,0,0,0.9998,0,0,0,0
"90839-620",0,0,0,0,0,1,0,0,0,0
"90839-621",0.000399999999999956,0,0,0,0,0,0,0,0,0.9996
"90839-622",0,0,0,0,0,0,0,0,0,1
"90839-623",0,0,0,0,0,0,0,0,0,1
"90839-624",0,0,0,0,0,0,0,0,0,1
"90839-625",0,0,0,0.1792,0,0,0.8208,0,0,0
"90839-626",0,0,0,0,0,0,0,0,0,1
"90839-627",0.000199999999999978,0,0,0,0,0,0,0,0,0.9998
"90839-628",0,0,0,0,0,0,0,0,0,1
"90839-629",0.5188,0,0,0,0,0,0,0.00019248,0.48100752,0
"90839-630",0.000700000000000034,0,0,0.0009993,0,0,0.9983007,0,0,0
"90839-631",0,0,0,0,0,0,0,0,0,1
"90839-632",0.00170000000000003,0,0,0,0,0.9983,0,0,0,0
"90839-633",0,0,0,0,0,0.9996,0,4e-04,0,0
"90839-634",0,0,0,0,0,1,0,0,0,0
"90839-635",0,0,0,0,0,0.9988,0,1e-04,0.0011,0
"90839-636",0.00590000000000002,0,0,0,0,0.9941,0,0,0,0
"90839-637",0.000600000000000045,0,0,0,0,0.9994,0,0,0,0
"90839-638",0.8656,0,0.05595072,0,0,0,0,0,0.07844928,0
"90839-639",0,0,0,0,0,1,0,0,0,0
"90839-640",9.9999999999989e-05,0,0.02339766,0,0.97650234,0,0,0,0,0
"90839-641",0.0683,0,0,0,0,0,0,0,0,0.9317
