"ID","Not regional","Deschutes_R_fa","Mid/Up_Columbia_R_sp","Snake_R_fa","Snake_R_sp","Spring_Cr_Group_tule","Up_Columbia_R_su/fa","W_Cascade_fa","W_Cascade_sp","Willamette_R"
"90839-097",0,0,0,0,1,0,0,0,0,0
"90839-098",0,0,0.0011,0,0.9989,0,0,0,0,0
"90839-099",0.00280000000000002,0,0.05155524,0,0.94564476,0,0,0,0,0
"90839-100",0.000299999999999967,0,0.97800651,0,0.02169349,0,0,0,0,0
"90839-101",0.00170000000000003,0,0.95846783,0,0.03983217,0,0,0,0,0
"90839-102",0,0,3e-04,0,0.9997,0,0,0,0,0
"90839-103",9.9999999999989e-05,0,0.76602339,0,0.23387661,0,0,0,0,0
"90839-104",0,0,0,0,1,0,0,0,0,0
"90839-105",0.00580000000000003,0,0.02763876,0,0.96656124,0,0,0,0,0
"90839-106",0,0,0,0,0,0,0,0,0,1
"90839-107",0.00149999999999995,0,0.3892153,0,0.6092847,0,0,0,0,0
"90839-108",0.00249999999999995,0,0.0764085,0,0.9210915,0,0,0,0,0
"90839-109",0,0,0.9998,0,2e-04,0,0,0,0,0
"90839-110",0,0,0.8607,0,0.1393,0,0,0,0,0
"90839-111",0.000299999999999967,0,0.00189943,0,0.99780057,0,0,0,0,0
"90839-112",0.00390000000000001,0,0.52454626,0,0.47155374,0,0,0,0,0
"90839-113",0.000199999999999978,0,0.14927014,0,0.85052986,0,0,0,0,0
"90839-114",0.0614,0,0,0.00854126,0,0,0.93005874,0,0,0
"90839-115",0,0,0.0503,0,0.9497,0,0,0,0,0
"90839-116",9.9999999999989e-05,0,0.67183281,0,0.32806719,0,0,0,0,0
"90839-117",0,0,0,0.1261,0,0,0.8739,0,0,0
"90839-118",0.000700000000000034,0,0.649545,0,0.349755,0,0,0,0,0
"90839-119",0,0,0.0085,0,0.9915,0,0,0,0,0
"90839-120",0,0,0.9287,0,0.0713,0,0,0,0,0
"90839-121",0.00109999999999999,0,0.69753187,0,0.30136813,0,0,0,0,0
"90839-122",0.000399999999999956,0,0.36825264,0,0.63134736,0,0,0,0,0
"90839-123",0.1706,0,0.63623274,0,0.19316726,0,0,0,0,0
"90839-124",0.000700000000000034,0,0.34735668,0,0.65194332,0,0,0,0,0
"90839-125",0,0,0.4343,0,0.5657,0,0,0,0,0
"90839-126",0,0,0.9425,0,0.0575,0,0,0,0,0
"90839-127",0,0,0,0,1,0,0,0,0,0
"90839-128",0.000700000000000034,0,0.13250718,0,0.86679282,0,0,0,0,0
"90839-129",0,0,0.0168,0,0.9832,0,0,0,0,0
"90839-130",0.00209999999999999,0,0.07514187,0,0.92275813,0,0,0,0,0
"90839-131",9.9999999999989e-05,0,0.00129987,0,0.99860013,0,0,0,0,0
"90839-132",0,0,0.0497,0,0.9503,0,0,0,0,0
"90839-133",0,0,0.1668,0,0.8332,0,0,0,0,0
"90839-134",0,0,0.8873,0,0.1127,0,0,0,0,0
"90839-135",0,0,0.9881,0,0.0119,0,0,0,0,0
"90839-136",0,0,0,0,1,0,0,0,0,0
"90839-137",0,0,0.4571,0,0.5429,0,0,0,0,0
"90839-138",0.0243,0,0.31885876,0,0.65684124,0,0,0,0,0
"90839-139",0,0,0,0,1,0,0,0,0,0
"90839-140",0,0,0.3329,0,0.6671,0,0,0,0,0
"90839-141",0.00290000000000001,0,0.4337385,0,0.5633615,0,0,0,0,0
"90839-142",0,0,0.932,0,0.068,0,0,0,0,0
"90839-143",0,0,9e-04,0,0.9991,0,0,0,0,0
"90839-144",0,0,0.9315,0,0.0685,0,0,0,0,0
"90839-145",9.9999999999989e-05,0,0.01319868,0,0.98670132,0,0,0,0,0
"90839-146",0,0,0.9961,0,0.0039,0,0,0,0,0
"90839-147",0,0,0.2,0,0.8,0,0,0,0,0
"90839-148",0,0,0,0,1,0,0,0,0,0
"90839-149",0,0,0.9998,0,2e-04,0,0,0,0,0
"90839-150",0,0,0.0922,0,0.9078,0,0,0,0,0
"90839-151",0,0,0.3945,0,0.6055,0,0,0,0,0
"90839-152",0.000399999999999956,0,0.00179928,0,0.99780072,0,0,0,0,0
"90839-153",0,0,0.1619,0,0.8381,0,0,0,0,0
"90839-154",0.000299999999999967,0,0.55503344,0,0.44466656,0,0,0,0,0
"90839-155",9.9999999999989e-05,0,0.92560743,0,0.07429257,0,0,0,0,0
"90839-156",0,0,0.0093,0,0.9907,0,0,0,0,0
"90839-157",0,0,0,0.1491,0,0,0.8509,0,0,0
"90839-158",0.000299999999999967,0,0.96780957,0,0.03189043,0,0,0,0,0
"90839-159",0.000299999999999967,0,0.98980297,0,0.00989703,0,0,0,0,0
"90839-160",0,0,2e-04,0,0.9998,0,0,0,0,0
"90839-161",0,0,4e-04,0,0.9996,0,0,0,0,0
"90839-162",0,0,3e-04,0,0.9997,0,0,0,0,0
"90839-163",9.9999999999989e-05,0,0.90530946,0,0.09459054,0,0,0,0,0
"90839-164",0.0474,0,0.11488356,0,0.83771644,0,0,0,0,0
"90839-165",0,0,0.9897,0,0.0103,0,0,0,0,0
"90839-166",0,0,2e-04,0,0.9998,0,0,0,0,0
"90839-167",0,0,0.0076,0,0.9924,0,0,0,0,0
"90839-168",0.000700000000000034,0,0.44049144,0,0.55880856,0,0,0,0,0
"90839-169",0,0,0.9453,0,0.0547,0,0,0,0,0
"90839-170",0.0298,0,0.1969506,0,0.7732494,0,0,0,0,0
"90839-171",0.003,0,0.0305082,0,0.9664918,0,0,0,0,0
"90839-172",9.9999999999989e-05,0,0.88781121,0,0.11208879,0,0,0,0,0
"90839-173",0,0,0.6189,0,0.3811,0,0,0,0,0
"90839-174",0,0,0.0516,0,0.9484,0,0,0,0,0
"90839-175",0.00160000000000005,0,0.17801472,0,0.82038528,0,0,0,0,0
"90839-176",0,0,4e-04,0,0.9996,0,0,0,0,0
"90839-177",0,0,0.992,0,0.008,0,0,0,0,0
"90839-178",0,0,0,0,1,0,0,0,0,0
"90839-179",0,0,0.0013,0,0.9987,0,0,0,0,0
"90839-180",0,0,0.9749,0,0.0251,0,0,0,0,0
"90839-181",0,0,0.9666,0,0.0334,0,0,0,0,0
"90839-182",0.016,0,0.9778008,0,0.0061992,0,0,0,0,0
"90839-183",0,0,0.1268,0,0.8732,0,0,0,0,0
"90839-184",0,0,0.7718,0,0.2282,0,0,0,0,0
"90839-185",9.9999999999989e-05,0,0.81941805,0,0.18048195,0,0,0,0,0
"90839-186",0.00680000000000003,0,0,0.00019864,0,0,0.99300136,0,0,0
"90839-187",0.000399999999999956,0,0.97950804,0,0.02009196,0,0,0,0,0
"90839-188",0.000299999999999967,0,0.73407971,0,0.26562029,0,0,0,0,0
"90839-189",0.0600000000000001,0,0.819398,0,0.120602,0,0,0,0,0
"90839-190",0,0,0,0,1,0,0,0,0,0
"90839-191",0,0,0.0408,0,0.9592,0,0,0,0,0
"90839-192",0,0,0.6166,0,0.3834,0,0,0,0,0
"90839-193",0.003,0,0.7897237,0,0.2072763,0,0,0,0,0
"90839-194",0.0308,0,0.01133964,0,0.95786036,0,0,0,0,0
"90839-195",0,0,0.0386,0,0.9614,0,0,0,0,0
"90839-196",0.000199999999999978,0,0.00809838,0,0.99170162,0,0,0,0,0
"90839-197",0.000299999999999967,0,0.11036688,0,0.88933312,0,0,0,0,0
"90839-198",0.000199999999999978,0,0.48180362,0,0.51799638,0,0,0,0,0
"90839-200",0.0946,0,0,0,0,0,0,0.17139222,0.73400778,0
"90839-201",0.00739999999999996,0,0,0,0,0.99220296,0,9.926e-05,0.00029778,0
"90839-202",0.000199999999999978,0,0.37522494,0,0.62457506,0,0,0,0,0
"90839-203",0,0,0.5903,0,0.4097,0,0,0,0,0
"90839-204",0,0,9e-04,0,0.9991,0,0,0,0,0
"90839-205",0.1178,0,0.88202356,0,0.00017644,0,0,0,0,0
"90839-207",0.0152,0,0.57403992,0,0.41076008,0,0,0,0,0
"90839-208",0,0,0,0,1,0,0,0,0,0
"90839-209",0,0,1e-04,0,0.9999,0,0,0,0,0
"90839-210",0.00509999999999999,0,0.98932856,0,0.00557144,0,0,0,0,0
"90839-211",0.00739999999999996,0,0.09141846,0,0.90118154,0,0,0,0,0
"90839-212",0.000499999999999945,0,0.98980485,0,0.00969515,0,0,0,0,0
"90839-214",9.9999999999989e-05,0,0.95410458,0,0.04579542,0,0,0,0,0
"90839-215",0.00800000000000001,0,0.906688,0,0.085312,0,0,0,0,0
"90839-216",9.9999999999989e-05,0,0.00879912,0,0.99110088,0,0,0,0,0
"90839-217",9.9999999999989e-05,0,0.9219078,0,0.0779922,0,0,0,0,0
"90839-218",0,0,0,0.0225,0,0,0.9775,0,0,0
"90839-219",0.000399999999999956,0,0,0,0,0,0,0,0,0.9996
"90839-220",0,0,0,5e-04,0,0,0.9995,0,0,0
"90839-221",0.0071,0,0.00019858,0,0.99270142,0,0,0,0,0
"90839-222",9.9999999999989e-05,0,0.99760023,0,0.00229977,0,0,0,0,0
"90839-223",0,0,0.98,0,0.02,0,0,0,0,0
"90839-224",0.00239999999999996,0,0.9766504,0,0.0209496,0,0,0,0,0
"90839-225",0.000299999999999967,0,0.8377486,0,0.1619514,0,0,0,0,0
"90839-226",0.00560000000000005,0,0.9944,0,0,0,0,0,0,0
"90839-227",0,0,0.9955,0,0.0045,0,0,0,0,0
"90839-228",0,0,0,0,0,0,0,0,0,1
"90839-229",0,0,0.2977,0,0.7023,0,0,0,0,0
"90839-230",0,0,0,0,1,0,0,0,0,0
"90839-231",0,0,0.3884,0,0.6116,0,0,0,0,0
"90839-233",0,0,1,0,0,0,0,0,0,0
"90839-234",0.000299999999999967,0,0.01939418,0,0.98030582,0,0,0,0,0
"90839-236",0.0169,0,0,0,0,0,0,0,0.00049155,0.98260845
"90839-237",0.8438,0,0.1547942,0,0.0014058,0,0,0,0,0
"90839-238",0.00190000000000001,0,0,0.00109791,0,0,0.99700209,0,0,0
"90839-239",9.9999999999989e-05,0,0,0,0,0,0,0,9.999e-05,0.99980001
"90839-240",0.0622,0,9.378e-05,0,0.93770622,0,0,0,0,0
"90839-241",0.00319999999999998,0,0.88974368,0,0.10705632,0,0,0,0,0
"90839-242",0,0,0,0,0,0,0,0,0,1
"90839-243",9.9999999999989e-05,0,0.00109989,0,0.99880011,0,0,0,0,0
"90839-244",0.000199999999999978,0,0,0,0,0,0.9998,0,0,0
"90839-245",9.9999999999989e-05,0,0.99950004,0,0.00039996,0,0,0,0,0
"90839-246",0.00260000000000005,0,0.20825712,0,0.78914288,0,0,0,0,0
"90839-247",0,0,0.9836,0,0.0164,0,0,0,0,0
"90839-248",0.001,0,0.9916074,0,0.0073926,0,0,0,0,0
"90839-250",0.9997,7.893e-05,9.66e-06,6.18e-06,0,0,0.00019449,3e-08,1.071e-05,0
"90839-251",0,0,0,0,0,0,0,0,0.0692,0.9308
"90839-252",0,0,0.8171,0,0.1829,0,0,0,0,0
"90839-253",0,0,0,0,0,0,0,0,0,1
"90839-254",0.00870000000000004,0,0,0,0,0,0,0,0,0.9913
"90839-255",0.000700000000000034,0,0,0.03167781,0,0,0.96762219,0,0,0
"90839-256",9.9999999999989e-05,0,0.64153584,0,0.35836416,0,0,0,0,0
"90839-257",0.000299999999999967,0,0,0,0,0,0,0,0,0.9997
"90839-258",0.00800000000000001,0,0,0,0,0,0,0.007936,0.8475648,0.1364992
"90839-260",0.00309999999999999,0,0,0.01624947,0,0,0.98065053,0,0,0
"90839-261",9.9999999999989e-05,0,0,0,0,0,0,0,0,0.9999
"90839-262",0,0,0,0,0,0,0,0,0,1
"90839-263",0.6133,0.0003867,0,0.0166281,0,0,0.3696852,0,0,0
"90839-264",0,0,0.9831,0,0.0169,0,0,0,0,0
"90839-265",0,0,0,0,0,0,0,0,0,1
"90839-266",0,0,0,0.009,0,0,0.991,0,0,0
"90839-267",0,0,4e-04,0,0.9996,0,0,0,0,0
"90839-268",0.1434,0,0,0,0,0,0,0.22322996,0.63234212,0.00102792
"90839-269",0,0,0,0,0,1,0,0,0,0
"90839-270",9.9999999999989e-05,0,0,0,0,0.9999,0,0,0,0
"90839-271",0.000399999999999956,0,0,0,0,0.9996,0,0,0,0
"90839-272",0.00129999999999997,0,0,0,0,0,0,0.00039948,0.00129831,0.99700221
"90839-273",0.000199999999999978,0,0,0,0,0.9998,0,0,0,0
"90839-274",0,0,0,0,0,1,0,0,0,0
"90839-275",0.000199999999999978,0,0.99240148,0,0.00739852,0,0,0,0,0
"90839-276",0,0,0,0,0,0,0,0,0,1
"90839-278",0.0153,0,0,0,0,0,0,0,0,0.9847
"90839-279",0.9619,0,0,0,0,0,0,0.0381,0,0
"90839-280",9.9999999999989e-05,0,0,0,0,0,0,0,0.11208879,0.88781121
"90839-281",0.0102,0,0.89468022,0,0.09511978,0,0,0,0,0
"90839-282",0.000399999999999956,0,0,0,0,0,0,0,0,0.9996
"90839-283",9.9999999999989e-05,0,0,0,0,0,0.9999,0,0,0
"90839-284",0.027,0.0001946,0,0.9607402,0,0,0.0120652,0,0,0
"90839-285",0.000399999999999956,0,0,0,0,0,0,0,0,0.9996
"90839-286",0,0,0.9043,0,0.0957,0,0,0,0,0
"90839-287",0.00170000000000003,0,0,0,0,0,0,0,0,0.9983
"90839-288",0,0,0,0,0,0,0,0,0,1
"90839-289",9.9999999999989e-05,0,0.54124587,0,0.45865413,0,0,0,0,0
"90839-290",0,0,0,0,0,0,0,0,0,1
"90839-291",0,0,0,0,0,0,0,0,0,1
"90839-292",0.0915,0,0,0,0,0,0,0,0,0.9085
"90839-293",0.000299999999999967,0,0,0.0009997,0,0,0.9987003,0,0,0
"90839-294",0,0,0,0,0,0,0,0,0,1
"90839-295",0,0,0,0,0,0,0,0,0,1
"90839-296",0,0,0,0,0,0,0,0,0,1
"90839-298",0,0,0,0.0012,0,0,0.9988,0,0,0
"90839-299",0,0,0,0,0,0,0,0,0,1
"90839-300",0.000199999999999978,0,0,0,0,0,0,0.00109978,0.16426714,0.83443308
"90839-301",0.000299999999999967,0,0.9787063,0,0.0209937,0,0,0,0,0
"90839-302",9.9999999999989e-05,0,0,0,0,0,0,0,0,0.9999
"90839-303",0,0,0,0,0,0,0,7e-04,0.9993,0
"90839-304",0.000399999999999956,0,0,0,0,0,0,0.00139944,0.439824,0.55837656
"90839-305",0.0402,9.598e-05,0,0.15807906,0,0,0.80162496,0,0,0
"90839-306",0,0,0,0,0,1,0,0,0,0
"90839-307",0.0969,0,0,0.00379302,0,0.10981696,0.00036124,0.78813537,0.00099341,0
"90839-308",9.9999999999989e-05,0,0,0,0,0.9999,0,0,0,0
"90839-309",1,0,0,0,0,0,0,0,0,0
"90839-310",0,0,0,0,0,0.9995,0,4e-04,1e-04,0
"90839-311",0.002,0,0,0,0,0,0,9.98e-05,0.9979002,0
"90839-312",0,0,0,0,0,1,0,0,0,0
"90839-313",9.9999999999989e-05,0,0,0.83051694,0,0,0.16938306,0,0,0
"90839-314",9.9999999999989e-05,0,0.56754324,0,0.43235676,0,0,0,0,0
"90839-315",9.9999999999989e-05,0,0,0,0,0,0,0,0.03649635,0.96340365
"90839-316",0.000800000000000023,0,0.6814544,0,0.3177456,0,0,0,0,0
"90839-317",0.000299999999999967,0,0,0,0,0,0,0,0.00019994,0.99950006
"90839-318",0,0,0,0,0,0,0,0,0,1
"90839-319",0.00719999999999998,0,0,0,0,0,0,0,0,0.9928
"90839-320",0.000199999999999978,0,0.66596678,0,0.33383322,0,0,0,0,0
"90839-321",0,0,0,0,0,0,0,0,0,1
"90839-322",0,0,0,0,0,0,0,0,0.0047,0.9953
"90839-323",0.6943,0,0,0,0,0,0,0.00116166,0.30389637,0.00064197
"90839-324",0,0,0,0,0,0,0,0,0,1
"90839-325",0,0,0,0,0,0,0,0,0,1
"90839-326",0,0,0.9228,0,0.0772,0,0,0,0,0
"90839-327",0.02,0,0.98,0,0,0,0,0,0,0
"90839-328",0.00790000000000002,0,0,0,0,0,0,0,9.921e-05,0.99200079
"90839-329",9.9999999999989e-05,0,0,0,0,0,0,0,0,0.9999
"90839-330",0.000299999999999967,0,0.79816048,0,0.20153952,0,0,0,0,0
"90839-331",9.9999999999989e-05,0,0,0,0,0,0,0,0,0.9999
"90839-332",0,0,0,0,0,0,0,0,0.9012,0.0988
"90839-333",0.00390000000000001,0,0,0,0,0,0,0.94121489,0.05488511,0
"90839-334",0.000399999999999956,0,0.55407828,0,0.44552172,0,0,0,0,0
"90839-335",0,0,0.0038,0,0.9962,0,0,0,0,0
"90839-336",0.000399999999999956,0,0.04208316,0,0.95751684,0,0,0,0,0
"90839-337",0.000199999999999978,0,0.99750046,0,0.00229954,0,0,0,0,0
"90839-338",0,0,0.9767,0,0.0233,0,0,0,0,0
"90839-339",0,0,0.9968,0,0.0032,0,0,0,0,0
"90839-340",0,0,0,0,1,0,0,0,0,0
"90839-341",0.00170000000000003,0,0.95557276,0,0.04272724,0,0,0,0,0
"90839-342",0.00290000000000001,0,0,0,0,0,0,0,0,0.9971
"90839-343",0,0,0.0186,0,0.9814,0,0,0,0,0
"90839-344",0,0,0,0,0,0,0,0,0,1
"90839-345",0,0,0,0,0,0,0,0,0.0435,0.9565
"90839-347",0.000199999999999978,0,0,0.00239952,0,0,0.99740048,0,0,0
"90839-348",0.5083,0,0,0,0,0,0,0.4917,0,0
"90839-349",0,0,0,0,0,1,0,0,0,0
"90839-350",0.0612,0,0,0,0,0,0,9.388e-05,0.1872906,0.75141552
"90839-351",0.000700000000000034,0,0,0,0,0,0,0,0,0.9993
"90839-352",0,0,0,0,0,0,0,0,0,1
"90839-353",0,0,0,0,0,0,0,0,1e-04,0.9999
"90839-354",0,0,0,0,0,0,0,0,0,1
"90839-355",0,0,0,0,0,0,0,0,0,1
"90839-356",0.0251,0,0,0,0,0,0,9.749e-05,0.97470502,9.749e-05
"90839-357",9.9999999999989e-05,0,0,0,0,0,0,0,0,0.9999
"90839-358",0,0,0,0,0,0,0,0,0,1
"90839-359",0,0,0,0,0,0,0,0,0,1
"90839-360",0.000199999999999978,0,0,0,0,0,0,0,0,0.9998
"90839-361",0.0103,0,0,0,0,0,0,0,0,0.9897
"90839-362",0.000199999999999978,0,0,0,0,0,0,0,0,0.9998
"90839-363",0,0,0,0,0,0,0,0,0,1
"90839-364",0.3721,0,0,0,0,0,0,0.01349985,0.61440015,0
"90839-365",0.002,0,0,0,0,0,0,0,0.998,0
"90839-366",0.1013,0,0,0,0,0,0,0.00826804,0.89043196,0
"90839-367",0.00229999999999997,0,0,0,0,0,0,0.00818114,0.98941909,9.977e-05
"90839-368",0,0,0,0,0,0,0,0,0,1
"90839-369",0.000700000000000034,0,0,0,0,0.9993,0,0,0,0
"90839-370",0.000499999999999945,0,0,0,0,0.99840055,0,0.00109945,0,0
"90839-371",0,0,0,0,0,1,0,0,0,0
"90839-372",0.000700000000000034,0,0,0,0,0.9993,0,0,0,0
"90839-373",0.0117,0,0,0,0,0,0,0,0.00049415,0.98780585
"90839-374",0,0,0,0,0,0,0,0,0,1
"90839-375",0.00570000000000004,0,0,0,0,0,0,0,0.00139202,0.99290798
"90839-376",0.000299999999999967,0,0,0,0,0,0,0,0,0.9997
"90839-377",0.00139999999999996,0,0,0,0,0,0,0,9.986e-05,0.99850014
"90839-378",0,1e-04,0,0.1052,0,0,0.8947,0,0,0
"90839-379",0.0224,0,0,0,0,0,0,0.86644688,0.11115312,0
"90839-380",0.000199999999999978,0,0,0,0,0,0,0,0,0.9998
"90839-381",0,0,0,0,0,0,0,0,0,1
"90839-382",0,0,0,0,0,0,0,0,7e-04,0.9993
"90839-383",0.00480000000000003,0,0,0,0,0,0,0.00527456,0.98992544,0
"90839-384",0.000199999999999978,0,0,0,0,0.9998,0,0,0,0
"90839-385",0.0352,0,0.29686896,0,0.66793104,0,0,0,0,0
"90839-386",9.9999999999989e-05,0,0.91370862,0,0.08619138,0,0,0,0,0
"90839-387",0,0,0,0.9847,0,0,0.0153,0,0,0
"90839-388",0.0125,0,0.25171375,0,0.73578625,0,0,0,0,0
"90839-389",0.0445,0,0.77462385,0,0.18087615,0,0,0,0,0
"90839-390",0.0195,0,0.02872865,0,0.95177135,0,0,0,0,0
"90839-391",0.00160000000000005,0,0,0.00109824,0,0,0.99730176,0,0,0
"90839-392",0.00600000000000001,0,0.007952,0,0.986048,0,0,0,0,0
"90839-393",0.00149999999999995,0,0.86300355,0,0.13549645,0,0,0,0,0
"90839-394",9.9999999999989e-05,0,0.56014398,0,0.43975602,0,0,0,0,0
"90839-395",0.000399999999999956,0,0,0,0,0,0,0,0,0.9996
"90839-397",0.00249999999999995,0,0,0,0,0.9975,0,0,0,0
"90839-398",0,0,0.9953,0,0.0047,0,0,0,0,0
